YEAR,MO,DY,PRECTOTCORR,RH2M,WS10M_MAX,WS10M_MIN,SLP,T2M,TS,T2M_MAX,T2M_MIN
2020,2,4,0,60.51,5.89,0.54,101.26,24.56,25.55,31.87,17.79
2020,2,5,0.03,63.59,5.12,0.74,101.38,23.28,25,29.83,18.17
2020,2,6,0.6,65.4,4.63,1.39,101.28,23.1,24.35,29.49,17.63
2020,2,7,2.2,67.95,6.04,2.43,101.27,23.67,24.83,31.55,18.81
2020,2,8,3.24,80.56,5.87,3.39,101.6,18.58,19.37,22.47,15.07
2020,2,9,0.04,71.36,5.93,2.52,101.78,19.4,20.71,27.68,13.28
2020,2,10,0,66.94,4.01,0.7,101.68,21.12,22.91,28.82,13.88
2020,2,11,0,59.88,4.28,1.9,101.69,22.37,24,30.12,15.71
2020,2,12,0,51.61,3.48,1.54,101.8,22.47,24.17,31.02,15.15
2020,2,13,0,44.16,4.35,1.27,101.63,22.63,23.33,31.76,15.65
2020,2,14,0,34.52,3.22,0.37,101.3,24.22,24.24,33.88,15.48
2020,2,15,0,40.65,3.45,2.11,101.31,23.29,24.63,33.34,14.54
2020,2,16,0,36.61,3.77,2.31,101.46,23.37,24.78,33.63,14.66
2020,2,17,0,33.03,4.74,2.62,101.56,22.81,24.11,33.42,13.73
2020,2,18,0,29.86,4.65,2.77,101.48,22.29,23.46,33.44,12.57
2020,2,19,0,30.65,4.4,1.69,101.36,23.29,24.58,33.54,13.41
2020,2,20,0,45.67,5.79,2.49,101.28,25.07,26.58,34.45,16.19
2020,2,21,0,46.55,6.31,2.45,101.5,25.68,27.17,33.78,18.24
2020,2,22,0,41.28,5.13,1.55,101.6,26.2,28.03,34.61,18.47
2020,2,23,0,39.95,5.23,1.87,101.42,26.44,28.34,34.95,18.25
2020,2,24,0,37.02,5.3,0.93,101.09,26.97,28.36,35.45,18.57
2020,2,25,0,35.21,5.28,2.03,101.18,24.78,26.37,33.1,18.65
2020,2,26,0,30.85,4.37,2.77,101.4,23.17,25.09,32.47,14.87
2020,2,27,0,33.24,4.75,2.42,101.38,23.82,25.94,33.49,14.58
2020,2,28,0,37.74,5.24,2.48,101.21,24.42,26.55,33.85,15.35
2020,2,29,0,41.34,5.34,1.5,101.08,25.59,27.88,34.25,16.91
2020,3,1,0.61,40.88,5.61,1.74,101.1,26.73,28.93,35.1,18.93
2020,3,2,0.55,34.47,3.17,0.5,101.1,27.49,30.19,35.53,20.01
2020,3,3,0,32.37,3.77,2.34,100.96,28.08,30.02,36.42,20.56
2020,3,4,0,26.3,3.12,1.28,100.92,27.1,29.06,35.96,17.76
2020,3,5,0.15,29.1,3.23,1,100.87,26.05,28.28,34.43,17.16
2020,3,6,0.12,37.72,6.83,2.13,100.84,26.94,28.36,36.03,19.41
2020,3,7,1.71,33.17,4.06,1.18,101.15,26.77,29.23,34.54,17.63
2020,3,8,1.91,43.92,4.09,2.03,101.21,27.86,30.2,33.87,21.97
2020,3,9,1.1,49.96,5.23,2.35,101.05,27.85,30.02,34.02,21.98
2020,3,10,0.2,46.11,6.81,2.38,100.82,29.62,31.52,37.24,21.81
2020,3,11,0.05,43.55,4.68,1.19,100.89,29.28,31.42,35.19,23.88
2020,3,12,0.54,45.86,3.49,0.63,101.07,29.42,32.33,35.56,24.1
2020,3,13,0.17,41.34,4.43,0.98,101.07,30.17,32.14,36.86,23.93
2020,3,14,0.04,41.71,4,0.75,101.02,29.59,32.16,36.87,24.31
2020,3,15,0,44.16,4.99,0.4,101.12,28.9,31.97,36.13,21.48
2020,3,16,0,40.91,4.81,0.68,101.24,29.25,32.34,35.83,22.1
2020,3,17,2.34,42.22,5.92,1.65,101.25,29.79,31.97,37.37,22.43
2020,3,18,0.57,44.37,5.18,0.73,101.21,29.41,32.57,37.31,21.54
2020,3,19,6.17,50.82,3.36,0.15,101.06,28.24,29.61,35.13,22.87
2020,3,20,0,46.25,4.53,1.33,101,28.49,30.52,36.17,20.15
2020,3,21,0.16,38.58,4.98,1.95,100.95,28.49,30.66,37.3,21.46
2020,3,22,0.17,40.05,4.3,2.25,101.12,27.27,29.66,35.91,18.63
2020,3,23,0.01,34.84,3.67,0.96,101.01,28.89,31.79,37.23,20.02
2020,3,24,0,37.1,4.7,1.12,100.84,30.24,33.27,38.25,21.69
2020,3,25,2.9,37.74,3.91,2.22,100.83,30.78,33.32,38.77,22.92
2020,3,26,0.22,41.28,3.41,1.23,100.96,30.23,33.05,37.97,22.7
2020,3,27,0,35.86,3.69,0.25,101.03,31.59,34.37,39.54,22.95
2020,3,28,2.6,38.67,5.07,1.74,101.03,31,33.93,38.64,22.87
2020,3,29,4.16,48.84,4.63,1.22,100.91,30.02,32.32,37.08,23.28
2020,3,30,1.69,50.04,3.34,0.77,101.02,29.71,32.23,37.16,23.21
2020,3,31,1.99,49.84,3.56,1.09,101.05,30.25,31.81,37.4,23.25
2020,4,1,0.01,40.43,2.86,0.41,100.93,31.34,33.57,38.97,24.75
2020,4,2,0.01,30.26,2.87,0.99,100.77,31.55,34.34,40.06,22.51
2020,4,3,0.03,34.1,4.64,0.5,100.89,31.3,32.73,36.84,24.61
2020,4,4,4.36,37.98,6.63,2.29,100.98,31.34,32.88,38.25,25.52
2020,4,5,0,35.07,5.34,0.58,101,32.1,34.7,39.33,25.22
2020,4,6,2.41,33.92,5.07,0.4,100.94,32.81,35.43,39.98,25.47
2020,4,7,2.3,42.09,4.25,1.18,100.77,32.67,34.4,39.06,26.1
2020,4,8,0,31.81,3.5,1.28,100.85,32.09,34.08,39.39,24.75
2020,4,9,0,25.79,2.16,0.64,100.91,31.48,33.86,39.27,22.89
2020,4,10,0,30.68,3.71,1.15,100.99,32.36,35.46,39.87,23.72
2020,4,11,0.02,25.98,5.01,2.76,101.14,32.99,35.68,40.65,25.67
2020,4,12,0,22.79,3.91,2.19,100.99,33.31,36.03,41.5,24.69
2020,4,13,0,22.71,3.2,0.9,100.78,34.17,37.24,42.09,26.17
2020,4,14,1.73,23.96,4.42,1.94,100.82,33.97,36.67,41.89,25.92
2020,4,15,0,25.38,5.18,0.27,100.92,33.77,36.48,40.73,25.89
2020,4,16,0,24.39,5.39,0.48,100.73,34.46,37.63,42.07,26.3
2020,4,17,0,23.9,4.21,0.1,100.65,34.72,38.39,42.3,26.37
2020,4,18,0,24.02,3.71,0.17,100.7,35.65,39.23,43.1,27.64
2020,4,19,0.62,28.81,6.09,1.29,100.75,35,38.14,41.53,28.05
2020,4,20,0.03,26.62,3.99,1.33,100.69,35.71,39.2,42.31,28.17
2020,4,21,0.01,24.68,7.19,1.13,100.68,35.29,37.38,42.05,29.02
2020,4,22,0,22.6,3.52,1.36,100.61,33.8,36.68,41.15,25.83
2020,4,23,0,28.03,6.09,1.81,100.55,35.11,38.45,42.7,27.58
2020,4,24,0.05,24.75,2.7,0.35,100.44,35.95,39.59,42.66,27.97
2020,4,25,0,23.33,4.69,0.69,100.49,35.67,38.94,42.35,28.9
2020,4,26,0.21,27.78,3.67,0.29,100.64,34.71,38.5,41.57,27.76
2020,4,27,0.12,40.06,5.7,0.22,100.75,34.01,38.65,40.98,26.71
2020,4,28,0.37,37.68,5.61,2.11,100.83,33.72,37.57,40.22,27.44
2020,4,29,0.55,30.28,4.1,0.43,100.71,34.3,38.36,41.89,26.85
2020,4,30,0,27.61,4.21,0.99,100.71,34.91,38.37,42.43,27.69
2020,5,1,0.02,26.23,4.33,1.66,100.62,35.71,38.67,42.96,28.51
2020,5,2,0.38,22.74,3.21,0.52,100.43,36.29,39.21,43.66,28.44
2020,5,3,0,18.4,7.92,1.27,100.43,36.16,38.01,44.43,27.48
2020,5,4,0,18.02,3.18,0.84,100.54,36.61,39.67,44.55,27.12
2020,5,5,0,20.82,4.5,0.45,100.48,36.34,38.99,43.96,28.41
2020,5,6,1.9,29.72,6.95,1.56,100.48,36.04,39.42,43.11,28.23
2020,5,7,0.82,38.05,6.71,1.62,100.6,34.91,39.18,41.24,28.13
2020,5,8,1.39,35.89,8.34,1.77,100.59,35.67,38.86,41.91,29.58
2020,5,9,0.4,32.39,5.65,1.71,100.61,36.16,39.93,42.88,29.11
2020,5,10,1.25,36.68,5.89,1.29,100.73,33.83,35.75,39.09,29.49
2020,5,11,0.6,32.36,5.22,0.74,100.78,33.93,36.56,41.31,27.81
2020,5,12,0.06,30.48,5.28,1.21,100.62,34.75,38.38,42.07,26.37
2020,5,13,2.48,37.24,6.38,1.37,100.56,34.58,37.69,40.87,28.16
2020,5,14,0.22,33.09,4.07,1.26,100.52,35.5,38.83,42.58,29.1
2020,5,15,0.78,35.19,3.39,0.16,100.39,35.57,39.17,42.07,28.73
2020,5,16,0.96,34.05,4.02,1.12,100.32,35.81,39.02,42.49,29.57
2020,5,17,1.62,36.91,4.97,0.22,100.25,35.07,38.55,41.97,28.18
2020,5,18,0,32.31,4.21,1.09,99.99,35.98,39.19,42.53,29.52
2020,5,19,0.01,28.58,8.08,1.04,99.9,35.38,37.9,42.74,28.71
2020,5,20,0,21.39,7.11,1.23,99.9,34.86,36.72,43.7,26.24
2020,5,21,0,14.46,7.6,2.04,100.08,34.45,35.92,43.75,24.94
2020,5,22,0,17.3,9.51,1.34,100.2,35.45,36.62,44.45,25.47
2020,5,23,0,18.15,5.33,1.38,100.21,36.88,39.06,45.71,27.72
2020,5,24,0,19.1,3.22,0.19,100.31,37.74,40.31,45.42,29.58
2020,5,25,0,18.16,3.94,0.47,100.35,38.29,41.03,45.74,30.72
2020,5,26,0,24.14,2.92,0.39,100.3,38.57,42.14,46.07,30.12
2020,5,27,0,18.96,4.07,0.26,100.19,38.64,41.62,45.99,31.07
2020,5,28,0,20.66,6.89,2.73,100.11,37.55,40.28,45.45,29.73
2020,5,29,0.31,25.56,6.77,0.24,100.16,37.74,41.12,44.5,30.16
2020,5,30,2.15,37.88,5.11,0.8,100.46,34.02,36.96,38.18,30.13
2020,5,31,8.23,46.86,4.83,1.17,100.56,33.18,36.55,40.61,26.98
2020,6,1,5.11,64.75,4.69,0.46,100.81,29.39,30.39,32.9,25.94
2020,6,2,9.09,68.42,3.26,0.57,100.7,28.63,30,32.7,25.95
2020,6,3,8.03,75.08,6.51,1.22,100.51,27.58,28.59,32.06,24.56
2020,6,4,0.26,59.7,11.24,3.09,100.26,29.7,30.78,35.43,24.8
2020,6,5,0.05,54.65,4.69,2.07,100.39,30.77,33.03,38.01,23.73
2020,6,6,0.36,54.23,5.02,1.77,100.36,31.21,33.25,37.25,25.4
2020,6,7,0.04,51.23,5.57,2.89,100.32,31.29,33.4,37.6,25.22
2020,6,8,0,51.32,7.95,2.63,100.3,31.51,33.44,38.1,25.54
2020,6,9,5.27,48.75,7,2.77,100.27,31.96,33.76,38.7,25.5
2020,6,10,14.41,62.84,6.42,1.84,100.15,31.07,32.07,36.36,26.39
2020,6,11,15.34,73.51,7.5,4.21,99.92,29.23,29.6,33.88,25.8
2020,6,12,17.66,80.14,5.32,1.79,99.88,27.16,27.44,30.75,23.81
2020,6,13,1.04,77.91,4.31,0.57,99.96,27.54,28.71,31.2,24.34
2020,6,14,9.12,75.27,5.32,0.2,100.07,28.41,29.31,32.51,24.88
2020,6,15,8,80.66,4.27,1.28,99.99,27.95,28.75,31.87,24.85
2020,6,16,11.11,75.56,6.65,0.98,99.94,28.51,28.85,32.85,25.15
2020,6,17,1.52,68.57,5.43,2.39,100.01,29.33,30.47,35.43,25
2020,6,18,13.22,75.73,7.32,2.4,100.21,27.7,28.1,31.54,24.48
2020,6,19,2.76,72.22,7.04,1.92,100.26,29.17,29.89,34.95,24.71
2020,6,20,4.9,69.67,6.59,2.06,100.29,29.07,29.5,34,25.69
2020,6,21,4.16,77.03,8.8,3.41,100.2,27.39,27.55,31.21,24.72
2020,6,22,7.46,78.9,7.73,2.56,100.1,27.17,27.26,30.51,24.8
2020,6,23,3.28,77.95,5.88,0.29,100.29,27.54,28.05,30.79,24.07
2020,6,24,2.25,71.39,2.99,1.04,100.35,29.57,30.93,34.9,24.33
2020,6,25,0.6,65.97,5.7,2.34,100.25,30.39,31.73,36.3,24.9
2020,6,26,1.63,67.93,5.05,1.89,100.28,29.68,30.97,35.05,24.83
2020,6,27,5.18,71.88,4.55,0.19,100.26,29.73,30.88,34.8,25.21
2020,6,28,2.55,74.03,2.72,0.32,100.27,29.04,30.21,33.38,25.75
2020,6,29,13.29,82.16,4.93,0.52,100.23,27.67,28.06,30.87,25.49
2020,6,30,6.51,74.72,3.42,1.53,100.2,28.82,30,33.96,24.23
2020,7,1,5.8,75.09,3.14,0.87,100.14,29.32,30.82,34.39,24.81
2020,7,2,7.34,76.57,5.62,1.75,100.04,29,29.64,33.02,25.51
2020,7,3,11.72,84.1,6.5,1.93,99.98,27.42,27.63,30.3,24.95
2020,7,4,11.59,85.16,6.49,2.3,99.86,26.16,26.39,29.11,23.52
2020,7,5,23.36,86.29,8.93,2.79,99.88,26.04,25.94,28.72,23.88
2020,7,6,4.3,83.6,6.1,2.21,100.03,26.29,26.33,29.22,23.67
2020,7,7,1.37,78.53,6.32,2.25,100.17,27.57,28.05,32.24,23.35
2020,7,8,0.94,73.6,5.17,1.79,100.33,28.51,29.3,33.74,23.6
2020,7,9,17.25,79.66,5.16,1.33,100.27,27.83,27.99,30.81,24.69
2020,7,10,10.3,87.66,5.32,1.88,100.31,26.31,26.45,28.45,24.78
2020,7,11,5.73,80.41,4.84,1.22,100.3,27.55,27.96,31.5,24.22
2020,7,12,14.38,80.78,5.89,1.14,100.31,27.58,27.92,31.56,24.05
2020,7,13,13.87,87.03,3.94,1.78,100.24,26.3,26.56,29.27,24.27
2020,7,14,18.89,84.55,4.03,1.06,100.18,26.97,27.27,30.45,23.33
2020,7,15,21.12,87.6,2.49,0.15,99.95,26.66,27.01,29.77,24.72
2020,7,16,9.39,83.17,5.26,0.39,99.8,26.98,27.94,31.7,23.2
2020,7,17,1.14,78.18,6.52,2.15,100.04,27.12,27.83,31.79,22.86
2020,7,18,0.38,78.25,4.49,1.98,100.24,28.29,29.19,33.02,23.9
2020,7,19,18.12,84.57,3.65,1.16,100.31,27.6,27.96,31.63,24.74
2020,7,20,13.76,85.61,4.45,1.64,100.23,27.09,27.32,31.21,24.26
2020,7,21,15.5,88.03,4.91,1.01,100.41,26.51,26.51,29.17,24.57
2020,7,22,39.73,85.82,3.17,1.08,100.49,27.25,27.46,31.39,23.86
2020,7,23,22.6,85.95,4.18,0.73,100.41,26.74,27.02,30.22,24.6
2020,7,24,3.32,83.09,3.07,0.31,100.48,26.8,27.49,30.35,23.75
2020,7,25,10.84,88.69,3.65,0.56,100.59,25.59,25.54,27.91,24.17
2020,7,26,0.05,79.7,2.68,0.24,100.69,27.2,27.4,31.09,23.03
2020,7,27,0,82.49,4.84,1.13,100.5,27.62,27.86,31.42,23.67
2020,7,28,2.6,85.22,4.15,1.13,100.35,27.46,27.51,30.39,24.84
2020,7,29,16.55,86.05,3.43,0.75,100.28,26.37,26.29,29.14,23.97
2020,7,30,1.39,81.62,3.45,1.07,100.33,27.29,27.73,31.72,23.22
2020,7,31,2.66,83.32,4.65,1.8,100.29,27.75,28.17,31.66,23.89
2020,8,1,1.65,84.24,2.79,0.29,100.22,27.93,28.08,31.43,24.63
2020,8,2,9.97,84.67,3.13,1.29,100.11,27.97,28.19,31.57,24.86
2020,8,3,6.79,89.48,4.08,1.31,99.91,26.36,26.39,29.09,24.68
2020,8,4,4.85,84.97,5.38,0.99,99.64,26.7,27.03,30.69,23.45
2020,8,5,1.67,87.53,7,2.38,99.44,26.13,26.18,28.91,24.17
2020,8,6,1.2,81.31,9.27,1.94,99.64,26.52,26.59,30.42,23.39
2020,8,7,0.67,82.7,5.12,2.15,100.12,27.46,27.79,31.68,23.66
2020,8,8,0.59,83.11,7.51,0.71,100.2,27.28,27.26,30.79,24.11
2020,8,9,17.99,84.98,7.86,2.4,100.07,26.96,27.08,31.06,24.21
2020,8,10,15.44,87.05,8.01,2.15,100.1,26.02,26.05,28.99,24.02
2020,8,11,3.92,86.78,6.88,2.55,100.21,26.59,26.66,30.37,24.34
2020,8,12,14.28,90.51,6.48,2.48,100.33,25.75,25.65,27.83,24.04
2020,8,13,18.9,89.27,8.16,4.17,100.12,25.71,25.68,28.54,23.36
2020,8,14,11.2,89.47,8.59,4.44,99.97,25.47,25.35,28.76,23.2
2020,8,15,12.35,89.06,8.42,3.65,100.06,25.7,25.55,28.81,23.47
2020,8,16,34.1,90.95,6.63,3.51,100.16,24.97,24.68,26.83,23.58
2020,8,17,23.64,87.4,6.83,3.33,100.1,25.94,25.93,29.9,22.97
2020,8,18,13.74,86.67,7.1,1.96,100.19,26.04,25.99,29.9,22.71
2020,8,19,25.22,90.19,6.44,3.01,100.13,25.89,25.88,29.35,23.74
2020,8,20,11.6,92.43,8.02,3.79,99.98,25.4,25.19,27.35,23.64
2020,8,21,10.78,90.82,7.86,2.46,100.18,25.63,25.37,28.29,23.75
2020,8,22,3.56,88.28,7.71,2.37,100.33,26.16,26.1,29.8,23.22
2020,8,23,3.03,85.97,5.7,2.22,100.38,26.82,26.87,30.64,23.45
2020,8,24,0.49,85.36,5.27,2.19,100.46,26.96,27.07,30.88,23.38
2020,8,25,0.03,84.48,4.71,1.74,100.65,27.05,27.24,30.87,23.62
2020,8,26,1.47,88.17,5.3,1.47,100.68,25.79,25.8,28.28,23.97
2020,8,27,6.89,90.18,6.93,2.14,100.5,24.83,24.69,27.52,23.23
2020,8,28,4.95,90.6,5.88,2.59,100.37,24.82,24.63,27.5,22.73
2020,8,29,1.61,87.81,5.69,2.08,100.38,25.9,25.94,29.8,23.1
2020,8,30,0.38,84.86,5,1.84,100.5,26.49,26.6,30.56,22.96
2020,8,31,0.02,81.28,3.49,0.52,100.63,27.05,27.05,31.09,22.66
2020,9,1,0,85.92,4.52,1.13,100.65,26.4,26.32,29.73,23.89
2020,9,2,6.71,89.02,5.35,1.22,100.7,25.36,25.27,28.08,22.7
2020,9,3,0.03,81.83,2.16,0.63,100.74,26.61,27.13,30.78,22.28
2020,9,4,0.89,83.86,2.37,1.11,100.69,26.94,27.37,30.96,22.62
2020,9,5,1.95,79.66,2.8,0.15,100.59,27.52,27.38,30.91,24.05
2020,9,6,2.98,81.97,2.45,0.21,100.5,27.33,27.12,30.82,23.79
2020,9,7,2.99,83.71,2.62,1.08,100.57,26.82,26.79,30.24,23.51
2020,9,8,1.31,80.89,1.82,0.73,100.59,27.31,26.99,30.31,24.26
2020,9,9,0.79,82,2.16,0.57,100.51,27.51,27.57,30.84,23.61
2020,9,10,7.37,87.04,2.35,0.46,100.27,26.75,26.59,29.38,24.17
2020,9,11,4.87,89.74,2.66,0.84,100.23,26.39,26.35,29.39,24.09
2020,9,12,2.49,85.45,2.44,0.77,100.45,26.74,26.95,30.08,23.67
2020,9,13,9.32,89.49,2.38,0.17,100.44,26.35,26.5,29.43,24
2020,9,14,17.24,87.66,3.01,1.34,100.36,26.85,27.08,30.32,23.84
2020,9,15,5.48,88.02,3.71,1.46,100.34,26.88,27,30.21,23.99
2020,9,16,5.34,85.25,2.21,0.15,100.37,27.15,26.94,29.49,24.22
2020,9,17,5.62,83.66,2.09,0.57,100.39,27.41,27.07,30.15,24.17
2020,9,18,8.12,83.56,1.53,0.87,100.26,27.75,27.76,31.07,24.46
2020,9,19,2.31,87.76,3.31,0.21,100.08,27.19,27.15,30.44,24.83
2020,9,20,9.94,91.77,3.3,0.19,99.95,25.48,25.47,27.76,24.05
2020,9,21,14.09,90.45,5.31,0.45,99.86,25.65,25.42,27.92,23.49
2020,9,22,23.8,84.96,3.97,0.28,99.94,26.92,27,30.12,23.79
2020,9,23,1.88,87.78,6.01,2.79,100.14,26.35,26.37,30.13,23.42
2020,9,24,0.51,89.88,7.2,1.59,100.45,25.76,25.59,28.56,22.86
2020,9,25,2.61,86.89,3.07,0.48,100.46,26.83,26.97,30.34,23.89
2020,9,26,2.43,86.91,4.02,1.23,100.43,26.35,26.28,30.18,24.01
2020,9,27,3.14,88.11,5.5,1.95,100.66,25.47,25.63,28.91,22.96
2020,9,28,0.09,86.89,5.26,2.26,100.7,25.79,25.89,29.66,22.47
2020,9,29,1.31,87.22,4.58,1.81,100.59,25.68,25.71,29.14,22.72
2020,9,30,1.19,90.75,3.49,1.89,100.51,25.07,24.95,27.76,23.3
2020,10,1,1.42,88.24,5.13,2.87,100.56,24.98,24.85,28.75,22.33
2020,10,2,1.61,84.08,4.58,1.66,100.54,25.65,25.53,30.53,21.74
2020,10,3,0,83.91,4,2.03,100.56,25.37,25.28,29.97,21.94
2020,10,4,0,82.96,4.47,2.34,100.64,24.59,24.32,29.09,21.22
2020,10,5,0,83.57,5.35,2.41,100.6,24.37,24.13,29.58,19.95
2020,10,6,0.08,81.84,3.57,1.79,100.66,23.36,23.22,27.99,20.26
2020,10,7,7.69,87.23,5.75,1.74,100.8,21.74,21.66,25.26,19.26
2020,10,8,0.68,89.92,3.71,1.36,100.69,24.12,24.21,29.17,19.85
2020,10,9,2.4,88.64,1.64,0.41,100.7,26.26,26.15,29.48,23.54
2020,10,10,1.63,88.41,2.39,0.24,100.62,25.79,25.69,29.04,23.56
2020,10,11,6.9,91.33,2.29,1.42,100.43,25.14,25.04,28.22,23.26
2020,10,12,3.93,88.59,5.24,0.83,100.31,25.41,25.32,28.97,23.07
2020,10,13,15.5,92.13,6.52,0.71,100.2,25.19,24.94,28.03,22.68
2020,10,14,11.69,90.54,7.87,2.37,100.13,25.98,25.98,29.32,23.73
2020,10,15,1.21,89.66,5.14,2.37,100.3,25.97,26.09,29.43,23.89
2020,10,16,0.67,87.62,3.43,1.37,100.4,26.04,26.32,29.92,23.44
2020,10,17,4.59,88.57,1.56,0.6,100.52,25.34,25.28,28.52,22.92
2020,10,18,0.43,86.4,2.45,1.27,100.6,26.22,26.17,29.99,22.96
2020,10,19,0.53,86.15,4.27,1.61,100.59,26.08,26.07,30.04,22.78
2020,10,20,1.11,86.57,4.28,1.67,100.59,25.92,25.81,30.15,22.67
2020,10,21,0.06,84.65,4.25,1.75,100.67,25.04,24.97,29.67,21.23
2020,10,22,0.04,83.67,3.57,1.76,100.58,25.15,25.02,30.05,20.64
2020,10,23,0,76.78,3.63,1.51,100.65,24.76,24.27,30.21,19.54
2020,10,24,0,75.92,2.45,0.36,100.81,25.32,24.8,30.55,21.4
2020,10,25,0,80.74,3.01,0.89,101.05,24.44,24.28,29.42,21.16
2020,10,26,0.09,78.18,3.62,0.78,101.18,23.99,23.46,28.7,20.51
2020,10,27,0.04,76.28,2.55,1.15,101.16,23.64,23.08,28.56,19.38
2020,10,28,0,71.67,2.07,0.31,101.24,23.23,22.36,28.57,19.1
2020,10,29,0,77.21,2.64,0.94,101.22,23.23,22.78,28.33,19.28
2020,10,30,0,81.31,3.94,1.95,101.17,22.75,22.6,28.06,18.72
2020,10,31,0,76.42,4.21,1.88,101.15,21.28,20.89,27.1,16.71
2020,11,1,0,79.69,4.14,2.04,101.22,20.57,20.34,26.99,14.74
2020,11,2,0,82.1,4.58,2.37,101.31,21.11,21.14,27.56,15.52
2020,11,3,0,78.17,4.58,2.39,101.35,20.64,20.36,27.42,15.59
2020,11,4,0,67.21,3.93,1.75,101.33,19.87,18.78,27.06,13.91
2020,11,5,0,59.71,3.07,1.5,101.38,19.88,18.22,27.03,14.49
2020,11,6,0,77.19,3.33,2.37,101.54,19.81,19.55,27.66,12.16
2020,11,7,0,76.88,4.45,2.57,101.61,19.64,19.54,26.71,14.23
2020,11,8,0,76.02,3.94,2.42,101.66,18.7,18.44,26.43,12.7
2020,11,9,0,76.98,3.53,2.06,101.52,17.7,17.27,25.22,11.53
2020,11,10,0,75.78,3.89,1.92,101.33,17.36,16.93,25.06,10.76
2020,11,11,0,83.01,3.4,1.72,101.37,19.33,19.48,27.01,11.59
2020,11,12,0,87.86,3.99,2.07,101.39,22.95,23.12,28.31,18.65
2020,11,13,0,85.36,3.97,1.78,101.36,23.46,23.59,28.79,19.48
2020,11,14,0,82.22,3.32,1.77,101.24,22.39,22.42,28.81,17.46
2020,11,15,0,81.11,3.59,1.79,101.29,22.23,22.03,28.63,16.8
2020,11,16,0,80.73,3.39,1.34,101.28,23.46,23.27,29.37,18.17
2020,11,17,0,78.94,3.12,0.97,101.2,23.27,22.98,28.92,18.55
2020,11,18,0,82.32,3.86,2.14,101.16,22.99,23.18,29.33,17.85
2020,11,19,0.08,81.81,3.25,1.77,101.16,23.82,24.14,29.92,18.68
2020,11,20,0.87,84.07,2.53,0.63,101.19,23.96,23.97,28.61,19.97
2020,11,21,0,85.4,4.47,0.56,101.29,22.64,22.66,27.13,18.25
2020,11,22,0,76.17,4.06,2.44,101.46,19.59,19.79,26.62,14.31
2020,11,23,0,72.12,3.22,2.07,101.46,18.76,18.83,27.2,12.08
