YEAR,MO,DY,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,SLP
2024,4,29,35.12,38.07,42.61,27.68,30.14,0,5.53,2.06,100.63
2024,4,30,36.15,39.42,43.52,27.53,24.62,0,3.8,0.76,100.41
2024,5,1,36.11,38.79,43.81,28.62,21.49,0,6.95,2.47,100.17
2024,5,2,35.17,37.7,43.19,27.64,16.83,0,7.07,2.21,100.22
2024,5,3,34.59,36.99,43.88,25.72,15.14,0,4.73,1.91,100.36
2024,5,4,34.61,38.24,42.88,26.15,35.74,0.01,3.93,1.16,100.4
2024,5,5,35.49,38.6,43.7,27.4,33.07,0.18,4.5,0.93,100.27
2024,5,6,35.62,39.16,43.31,28.07,39.6,3.08,7.11,1.3,100.34
2024,5,7,34.28,36.79,41.65,26.18,43.58,18.59,6.78,2.02,100.57
2024,5,8,29.6,31.73,37.05,22.58,58.5,7.9,5.93,1.72,100.69
2024,5,9,30.78,33.36,38.01,24.56,55.28,0.25,6.48,1.57,100.65
2024,5,10,30.69,33.27,37.42,24.84,57.62,1.49,4.97,1.38,100.73
2024,5,11,31.18,33.79,38.27,24.54,56.39,0.34,5.69,2.01,100.8
2024,5,12,30.28,32.01,36.3,24.8,60.84,9.47,4.93,2.37,100.83
2024,5,13,29.82,31.8,36.11,24.13,60.08,1.04,4.32,1.8,100.82
2024,5,14,30.04,31.64,35.61,25.47,59.96,3.47,3.68,1.76,100.8
2024,5,15,29.99,31.91,35.66,24.96,60.29,0.44,4.47,0.79,100.86
2024,5,16,27.74,28.71,32.03,24.58,75.88,27.66,4.57,2.42,100.91
2024,5,17,27.63,29.54,32.63,23.75,72.06,1.23,4.39,1.04,100.78
2024,5,18,28.66,31.58,35.21,22.91,67.67,0.81,5.81,1.45,100.55
2024,5,19,28.98,30.94,34,24.79,68.46,1.38,4.78,1.15,100.4
2024,5,20,30.27,32.49,36.2,24.92,63.76,2.79,4.19,1.66,100.38
2024,5,21,31.44,33.61,38.31,25.15,59.35,0.44,5.59,1.8,100.31
2024,5,22,31.68,33.91,38.58,25.72,58.42,0.46,5.49,1.93,100.25
2024,5,23,31.37,33.4,38.27,25.19,60.22,2.31,4.92,0.74,100.07
2024,5,24,32.29,33.95,38.81,26.79,54.05,1.4,3.88,1.4,99.92
2024,5,25,32.04,32.9,38.94,26.28,53.56,0.41,5.7,2.99,99.82
2024,5,26,33.72,34.67,41.44,26.51,46.78,1.35,9.5,0.64,99.81
2024,5,27,34.13,34.79,41.8,27.77,43.28,1.44,9.84,2.53,99.78
2024,5,28,31.94,32.27,38.34,26.78,45.38,0,9.93,2.91,99.95
2024,5,29,33.33,34.69,41.01,26.78,44.42,0,8.62,1.25,99.96
2024,5,30,34.37,35.83,41.12,27.57,43.3,0,8.91,1.04,100.05
2024,5,31,34.6,34.9,40.46,29.78,40.8,0,9.47,0.1,100.13
2024,6,1,32.9,33.68,37.99,28.16,46.8,0,4.82,2.34,100.24
2024,6,2,31.47,32.7,39.06,26.19,57.61,16.4,6.68,2.96,100.37
2024,6,3,28.59,29.67,33.82,24.92,68.08,4.16,4,1.8,100.56
2024,6,4,30.37,32.24,35.76,25.03,61.72,2.3,4.98,1.66,100.56
2024,6,5,29.46,30.58,33.89,25.27,67.71,5.11,5.1,1.52,100.6
2024,6,6,28.89,29.75,33.08,25.07,69.67,12.33,4.09,0.35,100.66
2024,6,7,28.5,29.64,33.04,24.97,71.31,3.34,4.35,0.1,100.48
2024,6,8,27.87,29.58,33.06,23.91,71.54,4.24,5.36,1.77,100.45
2024,6,9,27.25,29.09,32.26,23.51,73.37,0.73,4.06,0.3,100.27
2024,6,10,27.99,29.4,32.63,24.33,73.85,1.13,4.39,1.21,100.22
2024,6,11,29.04,30.5,34.63,24.84,68.97,1.91,7.09,2.21,100.31
2024,6,12,27.71,28.83,32.06,24.37,72.85,2.27,7.18,2.71,100.49
2024,6,13,27.48,28.81,32.95,23.98,73.2,4.38,7.36,4.56,100.52
2024,6,14,27.97,29.47,34.38,23.19,69.48,0.41,7.53,2.52,100.44
2024,6,15,27.39,28.68,32.56,23.05,68.08,0.1,9.12,3.81,100.41
2024,6,16,28.29,29.3,32.82,24.48,71.96,6.95,7.3,2.11,100.43
2024,6,17,28.29,29.15,32.83,24.05,72.02,4.6,5.9,0.85,100.47
2024,6,18,28.13,28.43,32.31,24.73,71.79,5.88,7.24,2.4,100.38
2024,6,19,25.83,26.21,28.39,23.84,77.79,1.64,7.44,2.39,100.28
2024,6,20,28.39,29.56,34.26,23.33,65.85,0.49,8.81,3.72,100.25
2024,6,21,28.17,29.23,33.78,24.23,67.98,1.52,8.76,1.97,100.25
2024,6,22,27.1,27.89,31.58,24.15,75.06,6.54,7.99,2.25,100.11
2024,6,23,27.53,29.22,32.8,23.07,73.26,4.5,6.03,0.35,100.01
2024,6,24,29.01,30.94,34.96,24.17,68.08,1.59,5.43,2.86,99.95
2024,6,25,28.48,29.99,34.42,24.42,68.78,2.33,7.19,1.86,99.96
2024,6,26,25.99,26.67,29.4,22.96,73.92,1.93,8.71,5.36,100
2024,6,27,25.39,26.02,29.76,22.13,71.54,4.13,9.85,6.36,100.17
2024,6,28,26.66,27.5,32.78,21.64,68.49,4.87,10.6,3.75,100.26
2024,6,29,27.22,27.98,32.42,22.51,71.77,5.95,8.33,2.79,100.34
2024,6,30,27.82,28.59,33.56,23.49,71.65,6.45,8.28,3.26,100.4
2024,7,1,27.5,28.08,32.61,23.17,71.5,2.05,9.34,5.53,100.37
2024,7,2,27.77,28.19,33.78,22.88,66.71,4.31,10.28,5.05,100.25
2024,7,3,27.74,28.48,33.34,23.55,72.9,1.71,8.08,3.01,100.28
2024,7,4,27.67,28.63,32.74,23.9,71.88,0.77,8.46,2.69,100.39
2024,7,5,26.41,26.38,29.86,23.97,75.51,5.48,8.32,2.54,100.29
2024,7,6,25.95,26.25,30.13,23.1,78.57,9.15,8.33,4.09,100.19
2024,7,7,25.98,26.6,30.49,22.52,78.1,2.84,8.3,2.6,100.23
2024,7,8,25.64,26.1,29.26,22.9,82.87,5.3,6.36,3.14,100.09
2024,7,9,26.06,26.98,30.34,23.05,77.6,1.14,5.72,2.08,100.28
2024,7,10,26.59,27.39,31.93,22.01,74.19,1.15,6.09,1.89,100.54
2024,7,11,28.11,29.15,34.03,22.88,66.58,1.9,7.51,2.84,100.43
2024,7,12,26.12,26.72,30.43,23,75.11,4.53,9.31,3.88,100.25
2024,7,13,25.82,26.09,29.87,23.03,78.49,3.53,9.75,5.6,100.18
2024,7,14,25.76,26.08,29.8,23.29,81.83,21.03,9.37,4.05,99.94
2024,7,15,25.5,25.69,28.47,23.23,84.97,11.44,7.11,2.36,99.85
2024,7,16,26.53,27.33,32.28,21.61,74.91,4.22,7.04,3.82,99.92
2024,7,17,26.11,26.33,30.35,22.4,75.05,1.66,9.25,4.34,100.09
2024,7,18,25.38,25.49,28.1,23.59,83.38,8.91,10.01,4.33,100.07
2024,7,19,24.99,24.92,28.15,23.16,82.69,19.44,12.41,6.65,99.92
2024,7,20,24.27,24.02,25.93,22.67,88.11,22.63,11.35,8.5,99.97
2024,7,21,26.12,26.3,30.64,23.01,81.03,5.61,11.83,6.06,99.99
2024,7,22,25.71,25.8,30.48,22.92,81.07,5.07,10.83,6.83,100.2
2024,7,23,25.33,25.34,28.91,22.47,81.7,1.98,11.03,6.29,100.33
2024,7,24,25.54,25.62,29.55,22.64,82.03,3.79,10.65,5.35,100.15
2024,7,25,25.35,25.47,29.71,22.5,83.21,7.12,10.94,6.17,100
2024,7,26,25.08,25.17,29.05,21.62,80.76,3.33,10.99,6.4,100.06
2024,7,27,25.35,25.5,28.91,22.91,82.37,3.69,12.59,7.31,100.11
2024,7,28,25.59,25.75,29.48,22.82,79.63,0.92,10.02,3.94,99.97
2024,7,29,26.82,27.42,32.18,22.58,78.68,2.27,8.66,2.59,99.95
2024,7,30,27.18,27.78,32.12,23.28,77.54,1.97,7.36,2.72,100.25
2024,7,31,26.94,27.21,30.99,23.39,80.37,1.8,8.08,2.23,100.38
2024,8,1,26.29,26.39,29.91,23.85,83.06,3.26,8.46,4.12,100.34
2024,8,2,25.52,25.51,29.03,22.89,83.88,4.45,9.08,5.21,100.32
2024,8,3,26.45,26.79,31.12,22.63,78.52,1.46,9.69,3.63,100.45
2024,8,4,25.81,25.89,29.49,23.1,80.65,0.26,8.49,2.71,100.52
2024,8,5,26.33,26.93,31.31,22.36,79.47,3.99,7.7,2.49,100.57
2024,8,6,25.25,25.41,28.66,23.02,86.38,14.89,6.92,1.76,100.49
2024,8,7,24.89,24.87,27.87,22.89,86.99,12.64,6.17,2.45,100.49
2024,8,8,26.03,26.49,30.44,23.03,80.57,2.34,6.62,2,100.56
2024,8,9,26.35,26.86,31.1,22.57,80.11,1.65,5.45,1.88,100.65
2024,8,10,26.73,27.13,31.03,23.38,79.41,2.32,5.44,1.81,100.64
2024,8,11,26.84,27.17,30.94,23.21,81.22,8.8,4.82,0.65,100.48
2024,8,12,26.9,27,30.51,23.78,81.44,1.16,5.15,0.85,100.47
2024,8,13,27.22,27.58,30.36,23.96,81.15,0.96,1.98,0.72,100.51
2024,8,14,27.22,27.48,30.49,24.4,82.15,0.01,1.98,0.64,100.5
2024,8,15,26.44,26.6,29.46,24.2,87.89,16.86,2.88,1.25,100.42
2024,8,16,26.72,27.14,30.43,23.71,85.05,23,2.83,1.52,100.38
2024,8,17,26.32,26.61,29.37,23.73,86.83,12.85,2.7,1.6,100.45
2024,8,18,26.03,26.25,28.98,23.72,87.72,12.75,3.25,1.11,100.56
2024,8,19,26.54,26.75,30.72,23.11,83.03,33.06,2.41,1.37,100.47
2024,8,20,26.35,26.71,29.78,23.48,84.25,8.7,2.19,1.03,100.49
2024,8,21,26.77,27.1,31.48,23.66,83.67,7.2,5.02,2.07,100.55
2024,8,22,26.27,26.57,30.11,23.66,85.82,5.08,3.61,1.79,100.55
2024,8,23,25.24,25.39,29.09,22.89,85.71,3.54,6.57,3.6,100.61
2024,8,24,25.42,25.44,28.52,23.03,87.42,5.55,8.74,3.66,100.55
2024,8,25,25.74,25.87,30.47,22.47,82.72,5.1,8.61,4.27,100.47
2024,8,26,25.72,25.89,30.58,21.9,80.45,0.2,8.65,4.28,100.43
2024,8,27,25.87,26.18,30.37,22.14,82.12,1.34,7.02,2.87,100.6
2024,8,28,25.61,25.82,30,22.42,82.6,0.11,6.82,2.23,100.61
2024,8,29,25.47,25.6,29.08,22.4,83.66,1.95,6.01,1.39,100.49
2024,8,30,24.69,24.57,27.37,22.96,88.69,8.54,7.4,2.54,100.46
2024,8,31,24.56,24.36,26.85,23.07,91.11,36.29,8.53,5.51,100.35
2024,9,1,25.04,24.87,27.46,23.11,92.95,41.88,7.23,3.13,99.94
2024,9,2,24.65,24.8,28.51,21.65,86.89,21.18,9.33,4.48,100.07
2024,9,3,23.98,24.01,27.96,20.21,85.22,10.44,10.12,2.79,100.37
2024,9,4,25.1,25.03,28.26,22.43,89.57,17.16,7.78,2.33,100.45
2024,9,5,25.64,25.75,28.99,23.13,87.16,9.95,8.97,2.51,100.34
2024,9,6,25.83,25.84,29.54,23.22,86.79,6.57,7.17,3.28,100.42
2024,9,7,24.75,24.54,27.01,23.24,90.48,11.27,7.14,2.6,100.51
2024,9,8,24.28,24.05,26.49,22.89,90.99,4.41,7.66,3.17,100.55
2024,9,9,24.03,23.83,26.26,22.62,90.09,1.74,7.74,4.26,100.31
2024,9,10,25.19,25.21,29.45,22.32,85.59,0.59,9.26,3.55,100.24
2024,9,11,25.38,25.43,30.05,21.95,82.8,0.02,7.88,2.52,100.44
2024,9,12,25.17,25.31,30.17,21.12,82.54,0.1,6.85,2.56,100.62
2024,9,13,24.78,24.96,29.54,21.06,82.17,0.01,6.47,2.63,100.65
2024,9,14,24.78,24.75,29.39,22.05,83.44,0,6.79,2.58,100.6
2024,9,15,24.6,24.73,29.44,20.84,82,0,7.14,2.84,100.62
2024,9,16,24.23,24.35,28.58,21.32,83.77,0.02,7.63,3.08,100.61
2024,9,17,24.7,24.84,29.59,21,83.12,0.01,7.08,2.62,100.58
2024,9,18,24.59,24.75,29.69,20.18,80.16,0,5.6,1.98,100.54
2024,9,19,25.07,25.32,29.97,19.98,78.75,0.09,3.76,1.69,100.58
2024,9,20,25.39,25.36,29.8,21.86,82.27,6.69,3.89,1.78,100.55
2024,9,21,24.98,24.79,28.34,22.38,90.27,32.96,4.59,2.19,100.53
2024,9,22,25.53,25.03,27.8,23.3,86.21,6.24,4.9,0.83,100.5
2024,9,23,25.32,25.35,28.91,22.38,89.9,10.2,4.02,1.51,100.4
2024,9,24,25.94,26.24,29.66,23.05,88.79,13.53,3.31,1.46,100.26
2024,9,25,25.79,25.88,29.12,23.2,88.36,19.57,4.39,0.37,100.22
2024,9,26,24.87,24.97,29.11,20.89,87.75,4.68,6.23,2.68,100.22
2024,9,27,24.6,24.58,27.81,22.25,87.96,0.07,6.27,2.21,100.54
2024,9,28,25.64,25.83,30.27,22.48,82.95,0,4.01,1.76,100.77
2024,9,29,25.8,26.08,30.24,21.36,82.72,0.33,2.09,1.3,100.92
2024,9,30,26.18,26.62,30.28,22.69,84.5,0.2,3.23,0.76,100.92
2024,10,1,26.74,26.9,31.15,22.04,81.76,4.24,2.09,0.4,100.74
2024,10,2,26.65,26.62,30.84,23.04,85.29,0.95,2.98,1.59,100.7
2024,10,3,25.95,25.85,29.66,23.35,86.69,0.83,4.75,2.38,100.66
2024,10,4,26.04,26.13,30.18,22.6,85.4,1.12,4.15,1.63,100.7
2024,10,5,26.21,26.33,30.01,22.31,82.93,0.67,2.83,0.95,100.8
2024,10,6,25.25,25.3,28.71,22.25,86.87,0.72,4.13,1.46,100.89
2024,10,7,24.69,24.93,28.13,22.22,86.19,0.13,3.21,0.86,101.08
2024,10,8,24.89,25.34,29.32,21.92,85.67,0.16,2.89,1.21,101.1
2024,10,9,25.08,25.51,28.87,22.18,88,1.03,4.58,2,100.9
2024,10,10,24.82,25.08,28.09,22.48,89.11,2.12,4.88,2.19,100.82
2024,10,11,24.98,25.25,28.23,22.89,89.3,2.1,4.79,2.45,100.8
2024,10,12,25.02,25.29,28.35,22.57,89.4,0.69,4.06,2.16,100.88
2024,10,13,25.23,25.61,29.12,22.25,87.39,0.5,4.31,1.68,100.94
2024,10,14,24.61,24.6,27.87,22.46,88.63,1.72,4.4,0.4,100.97
2024,10,15,24.71,24.79,28.6,21.86,87.51,2.36,4.26,1.22,100.92
2024,10,16,25.06,25.09,29.56,22.16,86.55,7.03,4.5,1.18,100.83
2024,10,17,25.26,25.4,28.9,22.41,89.85,3.68,6.24,1.9,100.78
2024,10,18,25.26,25.3,27.77,23.45,90.39,0.41,5.26,2.21,100.82
2024,10,19,24.78,24.69,27.76,22.74,91.01,2.26,3.99,1.15,101
2024,10,20,24.56,24.63,28.15,21.99,88.55,1.22,3.36,1.39,101.15
2024,10,21,24.64,25.01,28.77,21.14,87.06,6.9,3.19,1.53,101.15
2024,10,22,24.79,25.05,29.07,21.78,87.38,7.5,2.65,1.02,101.1
2024,10,23,23.84,23.95,28.78,20.44,85.06,0.29,4.73,1.61,101.04
2024,10,24,23.12,23.01,28.88,18.33,84.01,0,5.59,2.45,100.95
2024,10,25,23.27,23.2,28.25,19.68,81.78,0,5.89,2.73,100.9
2024,10,26,23.8,23.83,28.42,20.05,83.64,0,7.35,2.75,100.85
2024,10,27,23,23.01,28.31,17.88,81.6,0,4.03,1.95,100.82
2024,10,28,24.22,24.04,29.01,19.56,76.62,0,1.87,0.84,100.76
2024,10,29,25.4,24.82,29.7,20.85,74.37,0,1.24,0.1,100.85
2024,10,30,24.19,24.13,27.13,22.24,90.26,9.95,3.8,0.61,100.89
2024,10,31,24.37,24.75,28.86,21.24,87.8,3.44,3.24,1.52,101.06
2024,11,1,23.92,24.16,28.8,20.48,86.59,1.34,3.53,0.47,101.18
2024,11,2,23.62,23.69,28.45,20.2,87.15,5.81,4.17,1.47,101.24
2024,11,3,22.64,22.67,27.45,18.87,84.94,0.83,4.63,1.6,101.28
2024,11,4,22.62,22.39,27.96,18.68,82.32,0,3.68,1.27,101.2
2024,11,5,21.93,21.15,27.78,17.01,73.7,0,3.85,1.03,101.28
2024,11,6,22.12,21.62,28.29,16.72,77.8,0,3.72,0.78,101.28
2024,11,7,21.63,21.51,28.09,16.03,78.89,0,3.27,1.53,101.27
2024,11,8,22.44,22.05,28.17,17.13,77.01,0,2.43,1.43,101.28
2024,11,9,22.56,22.36,27.89,17.64,79.31,0,3.24,1.31,101.29
2024,11,10,21.93,21.93,27.87,16.77,82.08,0,4.05,1.93,101.3
2024,11,11,20.89,20.98,27.16,16.44,80.32,0,4.48,2.53,101.22
2024,11,12,21.68,21.83,27.3,16.81,83.17,0,6.11,2.24,101.11
2024,11,13,22.75,23.03,27.76,18.48,86.34,0.03,5.12,2.34,101.05
2024,11,14,23.18,23.56,28.33,18.63,85.37,0.02,4.48,1.8,101.15
2024,11,15,23.11,23.49,28.41,18.82,83.35,0,3.15,1.91,101.21
2024,11,16,21.42,21.54,27.77,16.95,77.3,0,4.38,2.52,101.16
2024,11,17,19.58,19.46,26.37,14.71,74.86,0,5.18,2.38,101.2
2024,11,18,19,18.69,26.12,13.22,75.57,0,4.04,1.65,101.25
2024,11,19,19.11,18.7,25.75,14.11,75.46,0,3.03,1.5,101.32
2024,11,20,18.89,19,26.08,12.6,79.04,0,3.16,1.74,101.27
2024,11,21,19.25,18.79,25.93,13.29,75.24,0,3.05,1.58,101.22
2024,11,22,19.2,18.7,25.71,13.92,77.35,0,2.78,1.28,101.18
2024,11,23,19.66,19.07,25.95,14.74,75.28,0,2.55,0.56,101.3
2024,11,24,19.16,18.92,25.91,13.8,76.46,0,2.85,1.75,101.31
2024,11,25,19.11,19.11,26.24,13.39,78.84,0,4.02,2.2,101.26
