YEAR,MO,DY,PRECTOTCORR,RH2M,WS10M_MAX,WS10M_MIN,SLP,T2M,TS,T2M_MAX,T2M_MIN
2019,3,1,0.03,35.35,5.63,0.44,100.97,26.69,29.64,35.22,17.59
2019,3,2,0,55.59,7.22,2.42,101.07,27.85,30.43,34.64,22.09
2019,3,3,0,51.64,5.22,1.27,100.88,28.75,31.24,36.31,21.33
2019,3,4,0,40.61,5.86,1.1,100.66,29.39,31.05,38.1,21.98
2019,3,5,0,26.52,7.25,0.74,100.65,28.3,29.84,37.14,20.77
2019,3,6,0,19.1,4.63,3.05,100.83,27.35,29.31,36.36,19.12
2019,3,7,0,21.6,4.03,0.96,100.83,26.7,29.21,36.25,17.23
2019,3,8,0.14,27.04,3.38,1.06,101.03,27.2,29.66,36.67,18.34
2019,3,9,0,37.55,3.95,0.56,101.07,28.27,30.54,37.54,19.24
2019,3,10,0,40.66,3.21,0.88,101.05,28.95,31.55,37.96,20.25
2019,3,11,0,43.35,5.68,1.98,101.09,30.18,32.51,38.59,21.35
2019,3,12,0,35.9,5.31,1.34,101.14,30.51,32.89,37.88,23.62
2019,3,13,0,32.36,6.4,2.47,101.17,29.87,31.85,38.48,21.53
2019,3,14,0,24.52,4.85,1.92,101.15,29.6,31.8,38.38,20.55
2019,3,15,0,26.44,6.03,2.43,101.18,29.6,31.93,38.47,21.12
2019,3,16,0,30.38,6.59,1.94,101.18,29.22,31.04,37.97,20.65
2019,3,17,0,37.52,6.63,2.92,101.15,29.01,31.04,37.7,20.78
2019,3,18,0,32.07,7.64,1.67,101.1,28.59,31.33,37.89,20.02
2019,3,19,0,44.54,5.73,0.54,100.83,29.04,31.93,38.45,19.25
2019,3,20,1.25,47.17,7.17,2.64,100.8,29.83,32.04,37.96,21.55
2019,3,21,0.01,44.35,8.13,2.59,100.96,29.76,32.01,38.09,21.62
2019,3,22,0,39.22,5.28,0.96,101.03,29.83,32.95,38.01,22.75
2019,3,23,0,38.47,3.38,1.61,100.95,31.45,34.56,39.35,22.24
2019,3,24,0,31.3,4.06,1.54,100.91,32,34.94,39.42,24.45
2019,3,25,0,31.59,4.12,1.2,100.92,31.37,33.7,39.66,23.56
2019,3,26,0.21,35.18,4.62,1.77,100.97,31.46,34,39.33,23.28
2019,3,27,0,33.02,4.1,0.28,101.07,32.24,35.57,40.23,23.87
2019,3,28,0,29.45,3.24,1.6,101.01,31.87,34.79,40.43,23.53
2019,3,29,0,20.68,4.73,1.07,100.84,31.61,33.53,40.65,23.8
2019,3,30,0,27.91,3.42,2.19,100.76,31.81,34.19,40.94,22.09
2019,3,31,0.01,28.62,4.58,1.81,100.71,33.19,35.67,41.72,24.4
2019,4,1,0.04,22.19,3.46,0.97,100.72,33.78,36.06,41.57,26.98
2019,4,2,0,25.93,4.78,1.61,100.69,32.68,35.39,41.51,24.2
2019,4,3,0,41.68,6.12,2.98,100.82,31.4,33.98,39.88,23.31
2019,4,4,0,37.16,5.45,1.75,100.94,31.07,32.98,38.6,23.1
2019,4,5,2.18,38.38,5.12,0.21,100.97,32.19,35.01,40.6,23.74
2019,4,6,3.44,34.05,5.66,0.74,100.87,32.77,35.19,40.32,25.97
2019,4,7,0.41,32.23,5.26,1.36,100.75,32.16,34.43,40.21,23.86
2019,4,8,0,35.96,5.72,0.73,100.62,32.17,34.68,40.44,23.48
2019,4,9,0.16,38.86,5.78,0.79,100.74,32.56,35.61,40.13,24.35
2019,4,10,0.1,35.67,4.29,0.39,100.78,33.01,36.06,40.88,24.81
2019,4,11,0.01,31.39,4.88,0.5,100.7,33.1,36.37,41.47,24.21
2019,4,12,5.2,33.16,4.25,1.72,100.66,33.15,36.16,41.73,25.15
2019,4,13,1.54,37.43,5.37,2.13,100.77,31.71,33.65,40.02,24.4
2019,4,14,0.11,33.58,4.62,2.42,100.77,32.01,34.21,40.86,23.43
2019,4,15,0,26.3,5.84,1.12,100.71,32.73,34.74,41.35,24
2019,4,16,0,24.87,6.72,2.25,100.74,32,34.37,40.76,24.05
2019,4,17,1.33,35.81,5,1.73,100.78,31.5,34.14,39.42,22.39
2019,4,18,3.55,39.88,6.58,2.13,100.72,32.49,35.65,40.14,24.98
2019,4,19,6.58,56.19,5.64,1.53,100.66,30.28,32.03,36.58,24.23
2019,4,20,0.6,51.2,7.1,2.79,100.47,31.06,33.29,38.48,24.17
2019,4,21,0.32,41.07,5.86,0.35,100.37,31.93,34.36,40.07,24.3
2019,4,22,1.14,43.22,6.09,2.57,100.52,31.42,33.73,38.72,24.86
2019,4,23,0.2,38.49,4.72,2.6,100.68,31.62,33.76,39.76,23.77
2019,4,24,0.34,36.76,4.77,2.65,100.75,32.03,34.35,40.38,23.83
2019,4,25,0,30.16,4.96,2.51,100.66,33.14,35.47,42.11,23.75
2019,4,26,0,28.85,5.61,1.34,100.51,34.28,36.85,43.23,25.04
2019,4,27,0,32.09,5.83,0.81,100.46,34.43,36.91,42.3,25.88
2019,4,28,0,32.24,5.95,0.92,100.43,34.48,37.06,42.07,27
2019,4,29,0.01,32.61,7.28,1.14,100.44,34.27,37.17,42.4,26.67
2019,4,30,0.01,34.49,4.54,1.09,100.32,34.38,37.12,41.84,27.01
2019,5,1,0.05,32.08,5.8,1.91,100.17,34.24,36.83,41.26,28.15
2019,5,2,0.07,25.63,9.27,0.24,100.1,34.72,36.49,43.03,26.9
2019,5,3,0,22.25,7.18,0.89,100.26,33.18,34.22,39.8,27.16
2019,5,4,0,19.35,8.05,2.62,100.54,33.49,35.67,41.57,25.39
2019,5,5,0,17.44,7.14,2.87,100.64,33.97,36.06,41.94,25.99
2019,5,6,0,17.56,5.73,1.33,100.53,34.61,37.02,41.94,26.93
2019,5,7,0,21.47,3.29,0.54,100.4,34.98,36.94,41.68,27.66
2019,5,8,0,19.81,8.21,0.68,100.4,34.96,36.63,41.56,28.19
2019,5,9,0,19.1,7.3,2.06,100.35,34.82,36.75,43.02,27.14
2019,5,10,0,22.44,5.9,1.28,100.39,35.19,37.5,42.94,27.22
2019,5,11,1.04,45.26,3.78,0.15,100.6,33.45,36.92,41.54,27.03
2019,5,12,2.03,39.73,3.83,1.13,100.6,32.21,34.87,38.7,26.52
2019,5,13,0.54,37.31,4.34,0.45,100.42,33.98,36.96,40.84,26.96
2019,5,14,1.17,37.09,4.77,1.99,100.38,34.25,36.83,41.25,28.09
2019,5,15,0,40.65,4.62,0.55,100.5,33.95,37.36,40.87,26.78
2019,5,16,0,35.22,6.14,1.37,100.56,34.64,37.64,42.21,27.47
2019,5,17,0,31.09,3.46,1.21,100.57,34.91,37.72,42.22,26.99
2019,5,18,0,27.98,4.62,0.81,100.47,35.28,38.06,42.51,26.79
2019,5,19,0,24.35,2.71,0.17,100.46,35.81,38.87,43.06,29.01
2019,5,20,0.2,31.97,5.51,1.26,100.56,35.15,38.77,42.67,27.24
2019,5,21,6.08,34.49,6.49,1.44,100.51,35.18,38.12,42.92,28.07
2019,5,22,0.77,43.52,5.68,0.48,100.48,33.7,36.3,40.65,26.63
2019,5,23,0.99,42.97,5.59,1.75,100.42,34.14,36.86,41.18,27.83
2019,5,24,0.14,40.2,5.53,0.68,100.44,34.83,38.07,41.83,27.77
2019,5,25,0,32.63,7.75,2.4,100.27,35.37,37.25,42.19,30.18
2019,5,26,0,32.49,4.73,1.1,100.14,36.21,38.93,43.86,27.59
2019,5,27,0.01,28.79,5.73,1.34,100.17,37.2,40.22,43.91,30.81
2019,5,28,0,29.1,5.51,1.05,100.13,37.04,40.17,44.09,30.39
2019,5,29,0.45,36.18,7.37,0.54,100.08,36.11,39.27,43.15,29.31
2019,5,30,1.46,42.85,6.51,1.34,100.11,34.54,37.92,42.14,27.45
2019,5,31,0.03,44.81,5.89,2.55,100.2,34.33,37.1,41.29,27.94
2019,6,1,0.13,41.51,5.31,0.94,100.36,34.11,36.23,38.52,29.84
2019,6,2,1.18,37.74,4.21,1.32,100.28,34.19,36.52,40.15,29.61
2019,6,3,4.97,44.33,5.18,1.85,100.21,34.29,36.49,42.23,28.28
2019,6,4,0.02,49.43,5.1,0.24,100.22,33.02,35.62,39.68,26.22
2019,6,5,0.04,42.05,4.02,1.44,100.18,34.29,36.24,40.93,28.38
2019,6,6,3.48,46.27,9.66,0.92,100.18,32.4,33.69,39.02,26.53
2019,6,7,0.19,46.2,5.75,0.74,100.26,32.11,33.97,38.65,25.7
2019,6,8,6.49,61.54,4.95,1.45,100.37,28.97,29.49,33.15,25.93
2019,6,9,0.06,52.47,4.68,2.36,100.17,32.3,34.05,38.99,25.64
2019,6,10,0.09,51.94,5.99,2.23,100.11,31.6,32.46,36.67,26.97
2019,6,11,0.05,47.02,7.95,3.72,100.14,32.55,34.64,39.22,27.32
2019,6,12,0,49.66,8.68,3.62,100.2,31.77,33.67,38.45,26.72
2019,6,13,0.04,55.22,8.7,3.75,100.38,29.72,31.32,33.72,25.6
2019,6,14,0,41.89,8.69,3.81,100.26,31.72,33.77,38.41,25.34
2019,6,15,0,39.66,8.43,2.8,100.38,31.63,33.3,37.56,26.3
2019,6,16,0.02,42.22,9.34,3.07,100.4,32.42,34.36,38.62,27.34
2019,6,17,0.59,51.3,7.48,1.95,100.51,29.79,31.25,34.98,26.16
2019,6,18,0.02,38.95,8.99,1.9,100.24,33.09,35.33,39.6,26.56
2019,6,19,0,38.98,8.74,2.55,100.15,34.13,36.71,40.04,27.88
2019,6,20,9.82,55.87,8.38,1.3,100.22,31.11,32.27,34.29,27.33
2019,6,21,4.31,72.27,3.99,0.18,100.23,27.39,27.9,30.66,25.25
2019,6,22,7.72,77.24,6.09,1.96,100.18,26.82,27.3,29.56,24.48
2019,6,23,1.04,67.52,5.34,0.75,100.16,27.82,29.34,32.45,24.15
2019,6,24,10.69,67.21,4.72,1.89,100.26,28.88,30.94,35.52,23.18
2019,6,25,5.82,73.47,3.77,2.38,100.34,28.47,29.6,32.69,24.58
2019,6,26,1.08,69.7,5.23,3.27,100.36,28.23,28.97,31.82,24.63
2019,6,27,0.35,65.18,6.87,2.72,100.2,29.01,29.76,34.51,24.34
2019,6,28,0.34,66.2,9.35,4.83,100.18,28.33,28.93,31.97,24.98
2019,6,29,2.13,68.14,9.94,6.24,100.16,26.95,28.04,32.26,23.28
2019,6,30,0.35,70.17,9.95,4.94,100.19,26,26.57,29.8,22.74
2019,7,1,1.91,66.52,9.77,2.93,100.15,26.93,27.5,31.9,23.34
2019,7,2,3.85,67.38,10.74,5.32,100.17,26.7,27.45,32.35,22.2
2019,7,3,1.23,62.87,11.84,4.52,100.21,27.27,27.83,32.36,22.82
2019,7,4,0.03,58.19,11.83,4.8,100.17,28.9,29.96,36.06,22.54
2019,7,5,2.06,65.11,11.44,4.26,100.1,27.71,28.43,31.74,23.25
2019,7,6,0.17,63.31,11.93,5.7,100.06,28.91,29.95,34.67,23.95
2019,7,7,5.23,65.55,10.82,4.72,100.21,27.86,28.61,32.53,24.36
2019,7,8,2.93,67.84,9.88,5.16,100.32,28.32,29.11,34.12,23.54
2019,7,9,0.47,67.16,10.27,3.67,100.31,28.22,29.37,33.79,23.77
2019,7,10,0.51,65.6,9.75,5.6,100.29,28.07,28.99,33.12,24.21
2019,7,11,5.74,68.81,8.3,4.43,100.47,27.38,28.21,32.11,23.8
2019,7,12,1.79,67.15,7.61,2.96,100.62,27.74,28.71,33.45,22.65
2019,7,13,1.7,68.64,7.73,1.67,100.67,27.62,28.51,32.94,23.67
2019,7,14,3.06,70.7,7.19,2.28,100.58,27.47,27.93,32.62,23.84
2019,7,15,2.62,66.68,6.87,2.51,100.41,27.76,28.38,33.53,23.1
2019,7,16,3.58,65.88,6.49,2.43,100.47,27.63,28.34,32.62,23.26
2019,7,17,1.1,68.16,7.73,1.91,100.34,27.6,28.27,31.73,23.2
2019,7,18,0.64,68.03,7.47,1,100.15,28.37,29.09,32.54,24.44
2019,7,19,15.99,73.45,3.17,1.28,100.08,27.12,27.99,30.74,24.15
2019,7,20,7.81,72.19,5.09,0.62,100.08,27.8,29.35,33.27,23.16
2019,7,21,0.73,71.11,5.57,3.17,100.09,28.19,29.84,34.02,23.54
2019,7,22,0.69,72.87,6.67,2.62,100.1,27.68,28.97,33.22,23.74
2019,7,23,0.17,73.01,5.25,3.22,100.15,27.48,29.08,32.59,23.29
2019,7,24,0.02,68.64,5.84,3.63,100.27,28.12,29.44,33.83,23.39
2019,7,25,11.53,75.2,8.79,3.49,100.37,27.03,27.61,31.5,24.19
2019,7,26,15.03,80.28,8.75,4.07,100.34,25.41,25.6,27.87,23.36
2019,7,27,5.05,75.62,11.44,5.47,100.26,25.72,26.14,30.37,22
2019,7,28,9.59,81.58,10.6,4.37,100.23,25.14,25.2,28.21,22.93
2019,7,29,7.52,81.85,8.67,5.28,100.25,24.76,24.81,28.17,22.63
2019,7,30,1.93,78.44,10.41,6.25,100.36,25.21,25.33,29.29,22.35
2019,7,31,2.44,71.7,9.28,3.61,100.44,27.01,27.71,33.04,22.53
2019,8,1,14.23,75.58,9.56,4.72,100.39,26.46,26.97,32.01,22.68
2019,8,2,38.78,82.07,10.69,6.04,100.35,24.97,25.01,28.58,22.41
2019,8,3,13.68,84.6,10.62,6.58,100.37,24.49,24.36,27.66,22.24
2019,8,4,3.52,78.76,12.3,8.91,100.25,24.68,24.74,28.15,22.61
2019,8,5,7.62,83.89,10.32,4.02,100.01,25.17,25.33,29.18,22
2019,8,6,12.91,84.29,11.98,8.43,99.96,25.06,25,28.16,22.94
2019,8,7,9.54,83.34,11.23,6.54,99.89,24.54,24.37,27.18,22.22
2019,8,8,3,81.66,11.45,7.2,99.8,25.37,25.17,28.69,23.04
2019,8,9,0.15,76.99,11.05,5.06,100.07,26.71,26.92,31.96,22.88
2019,8,10,0,75.48,8.38,3.5,100.22,26.93,27.35,32.11,22.4
2019,8,11,5.08,75.87,8.35,2.17,100.31,26.64,27.11,31.67,22.32
2019,8,12,1.31,80.61,8.21,2.26,100.33,25.76,26.03,29.83,22.84
2019,8,13,1.29,81.1,7.67,2,100.3,25.72,25.88,29.44,23.49
2019,8,14,3.84,81.49,5.59,1.99,100.42,25.85,26.23,30.55,22.98
2019,8,15,1.14,78.67,6.05,2.27,100.52,26.14,26.54,30.45,22.18
2019,8,16,0.01,75.95,5.81,2.12,100.48,26.96,27.46,31.61,23.47
2019,8,17,2.51,81.57,5.37,1.12,100.49,25.71,25.96,28.58,23.82
2019,8,18,7.33,87.52,5.88,0.94,100.6,24.77,24.74,26.97,23.18
2019,8,19,1.91,79.88,3.42,0.97,100.64,26.63,27.35,31.72,22.38
2019,8,20,3.06,83.84,5.66,2.78,100.58,26.02,26.26,29.97,23.07
2019,8,21,3.64,86.05,4.92,1.26,100.49,25.3,25.51,28.36,23.09
2019,8,22,5.04,82.46,6.99,1.7,100.42,25.57,25.94,29.74,22.97
2019,8,23,4.18,83.61,8.31,2,100.47,25.07,25.15,28.69,22.6
2019,8,24,1.82,77.69,7.5,2.48,100.46,25.95,26.37,30.96,22.35
2019,8,25,2.05,75.13,8.03,2.6,100.37,26.4,26.8,31.84,22.45
2019,8,26,0.11,72.06,7.91,2.56,100.41,26.19,26.65,31.48,21.7
2019,8,27,0.02,70.21,7.58,2.28,100.38,26.31,26.64,31.43,21.77
2019,8,28,0,69.97,7.02,2.02,100.44,27.11,27.84,32.72,21.97
2019,8,29,5.72,76.01,6.28,1.15,100.4,26.96,27.33,31.41,23.44
2019,8,30,8.21,80.23,7.03,2.04,100.21,26.49,26.69,30.58,22.84
2019,8,31,19.05,90.15,7.18,2.02,100.05,24.67,24.53,27,23.28
2019,9,1,14.52,85.07,8.03,2.32,100.26,24.92,24.99,28.43,22.7
2019,9,2,10.03,83.64,8.63,2.23,100.38,24.56,24.82,28.92,20.68
2019,9,3,7.48,88.25,8.27,4.54,100.32,24.12,24,26.87,22.42
2019,9,4,2.2,83.13,8.13,3.98,100.13,24.63,24.76,28.83,21.24
2019,9,5,3.61,83.99,8.28,4.17,100.09,25.49,25.46,29.77,22.72
2019,9,6,2.58,86.67,9.59,4.78,100.12,24.69,24.56,27.95,22.62
2019,9,7,1.67,83.56,10.49,5.36,100.21,25.16,25.19,29.59,22.69
2019,9,8,1.03,79.69,10,3.02,100.31,25.99,26.26,30.88,22.01
2019,9,9,1.17,78.15,9.15,3.54,100.31,26.39,26.66,31.63,22.34
2019,9,10,0.33,78.28,8.03,2.88,100.33,26.75,26.99,31.91,22.51
2019,9,11,0.76,76.08,7.6,2.76,100.5,26.65,27.09,31.71,22.71
2019,9,12,1.32,81.01,7.41,3.31,100.67,25.41,25.61,29.72,22.66
2019,9,13,0.19,78.49,7.36,2.32,100.7,25.88,26.31,30.69,22
2019,9,14,7.92,79.51,5.81,2.04,100.64,26.32,26.84,30.96,22.24
2019,9,15,1.52,79.6,6.44,1.87,100.63,25.88,26.3,30.4,22.44
2019,9,16,0.57,82,5.91,1.49,100.5,25.85,26.12,29.51,22.66
2019,9,17,13.97,82.1,5.41,0.22,100.39,26.72,27.08,30.95,23.09
2019,9,18,9.9,82.68,3.69,0.57,100.49,26.26,26.58,30.95,23.3
2019,9,19,3.79,84.49,2.55,0.86,100.58,25.48,25.91,29.23,22.43
2019,9,20,7.65,84.21,3.06,0.61,100.62,25.58,26.26,30.02,22.07
2019,9,21,10.28,84.3,2.59,0.58,100.61,25.88,26.36,30.34,22.67
2019,9,22,2.78,83.77,3.41,1.45,100.69,26.06,26.67,30.33,22.7
2019,9,23,5.48,84.04,2.59,1.42,100.71,26.3,27.01,30.69,22.8
2019,9,24,7.17,88.45,3.47,0.54,100.58,25.8,26.08,29.87,23.54
2019,9,25,37.3,90.45,6.39,3.89,100.76,24.8,24.82,27.73,23.28
2019,9,26,17.11,87.75,6.21,3.28,101.07,24.67,24.85,28.18,22.42
2019,9,27,16.16,86.5,3.71,2.17,101.26,24.91,25.02,28.58,22.71
2019,9,28,0.07,87.91,4.74,1.85,101.11,24.69,24.75,28.12,22.2
2019,9,29,0.94,86.45,4.39,1.86,101.18,24.74,24.76,28.13,21.84
2019,9,30,5.45,82.07,4.25,1.85,101.11,25.24,25.42,29.89,21.29
2019,10,1,3.76,82.18,4.02,0.76,101.04,25.36,25.33,29.34,21.05
2019,10,2,3.51,84.42,3.48,1.21,101.04,25.29,25.28,29.28,22.16
2019,10,3,0.64,81.39,2.71,0.2,101.01,25.22,24.75,27.99,21.81
2019,10,4,8.66,85.13,2.13,0.6,100.98,24.73,24.62,28.34,21.95
2019,10,5,0.3,85.39,2.49,1.15,100.92,24.56,24.67,28.31,21.17
2019,10,6,18.03,82.42,1.85,0.85,100.99,24.96,24.95,28.64,21.45
2019,10,7,11.16,84,2.44,0.81,101.02,24.93,25.05,28.87,21.63
2019,10,8,1.06,87.83,3.92,1.85,100.96,24.39,24.52,27.72,21.68
2019,10,9,3.19,88.36,2.87,0.61,100.91,24.42,24.6,27.63,21.79
2019,10,10,2.51,90.93,2.67,0.54,100.87,24.26,24.3,27.44,22.1
2019,10,11,10.58,93.08,3.09,1.13,100.89,23.76,23.78,25.76,21.94
2019,10,12,1.68,89.24,2.98,1.08,100.96,24.41,24.55,27.99,22.33
2019,10,13,0.18,86.38,2.65,1.09,101.05,24.79,25.22,29.28,21.1
2019,10,14,0.07,88.96,4.13,1.69,101.08,24.59,24.83,28.89,21.65
2019,10,15,0.76,87.62,3.55,0.42,101.14,23.47,23.64,27.06,20.59
2019,10,16,1.79,87.74,3.27,0.13,101.11,23.98,24.2,28.15,20.82
2019,10,17,3.12,89.09,5.38,1.45,101.17,23.46,23.64,26.94,21
2019,10,18,15.12,90.6,5.24,1.85,101.14,23.45,23.64,27.02,20.49
2019,10,19,4.26,88.43,4.84,1.61,101.21,23.67,23.95,27.47,21.11
2019,10,20,5.2,90.35,4.9,0.94,101.21,23.17,23.2,26.51,20.69
2019,10,21,0.54,89.09,4.5,1.89,101.07,23.39,23.63,27.04,21.36
2019,10,22,0.7,86.02,4.47,0.49,100.9,23.78,24.11,28.24,20.7
2019,10,23,3.19,87.67,3.86,1.42,100.72,23.7,24.01,28.42,20.35
2019,10,24,8.29,87.12,3.04,0.46,100.68,24.01,24.42,28.83,20.4
2019,10,25,4.01,85.65,4.07,0.59,100.84,23.58,23.79,27.2,20.82
2019,10,26,0.73,87.08,4.49,2.02,100.96,23.85,24.06,28.27,20.91
2019,10,27,0.39,86.97,4.08,1.87,101.07,24.03,24.31,28.11,21.02
2019,10,28,0.92,88.8,4.48,1.33,101.12,24.13,24.34,28.68,20.6
2019,10,29,3.46,88.75,5.05,1.39,101.21,23.81,23.89,27.19,21.21
2019,10,30,3.69,88.27,4.36,1.73,101.21,23.46,23.57,27.18,20.8
2019,10,31,2.06,86.73,4,1.26,101.12,23.22,23.53,27.85,20.21
2019,11,1,0.07,85,3.94,1.36,101.06,23.96,24.35,28.68,20.44
2019,11,2,2.43,85.79,2.88,1,101.17,23.96,24.33,28.71,20.43
2019,11,3,0.13,85.26,3.38,1.23,101.27,24.03,24.32,28.53,20.52
2019,11,4,0,81.03,3.36,1.94,101.3,23.67,23.81,29.75,19.05
2019,11,5,0,79.88,4.07,0.71,101.11,23.45,23.29,28.95,18.32
2019,11,6,0.28,79.34,2.46,0.46,100.97,24.01,23.81,28.74,20.12
2019,11,7,0.8,84.96,2.33,0.81,100.92,23.45,23.69,28.05,20.17
2019,11,8,0.25,81.52,4.15,0.99,100.95,23.49,23.58,28.98,19.63
2019,11,9,0,78.08,5.16,2.43,101,22.57,22.61,28.7,17.8
2019,11,10,0,79.52,4.28,2.43,101.06,21.79,21.91,28.04,17.06
2019,11,11,0,83.52,4.4,2.44,101.08,22.47,22.88,28.72,17.7
2019,11,12,0,80.56,3.6,2.15,101.28,21.85,22.16,27.96,17.7
2019,11,13,0,78.97,3.86,2.33,101.4,20.93,21.3,27.22,15.04
2019,11,14,0.07,84.17,3.57,1.84,101.36,21.36,21.88,27.02,16.73
2019,11,15,0.01,81.92,3.99,1.76,101.28,22.13,22.62,27.71,17.66
2019,11,16,0,82.04,3.11,1.73,101.24,22.74,23.39,28.7,17.97
2019,11,17,0,80.92,4.67,2.1,101.29,21.66,22.09,28.18,17.09
2019,11,18,0,79.82,4.67,2.39,101.31,20.88,21.23,27.91,15.7
2019,11,19,0,80.71,3.17,1.74,101.25,21.12,21.68,28.05,15.5
2019,11,20,0,81.77,3.33,1.54,101.21,21.18,21.59,27.75,16.09
2019,11,21,0,82.53,3.93,1.85,101.35,21.28,21.75,27.59,16.48
2019,11,22,0,80.69,2.92,1.91,101.44,20.71,21.18,27.6,15.69
2019,11,23,0,78.98,3.5,1.92,101.43,20.11,20.39,27.26,14.65
2019,11,24,0,80.54,3.16,1.65,101.34,20.31,20.53,27.19,14.73
2019,11,25,0,81.01,4.8,2.03,101.31,20.49,20.79,27.89,14.96
