YEAR,MO,DY,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,SLP
2024,2,28,28.95,31.54,35.82,21.98,36.32,0,3.59,1.86,101.22
2024,2,29,29.53,31.79,36.41,23.55,31.15,0,4.49,1.52,101.24
2024,3,1,29.23,31.69,37.42,21.21,27,0,3.82,1.49,101.25
2024,3,2,29.99,31.88,37.25,22.1,31.85,0,4.9,1.21,101.06
2024,3,3,30.1,32.18,36.18,24.98,31.84,0,5.72,1.64,101.02
2024,3,4,28.35,30.39,34.64,23.62,27.89,0,4.63,1.93,101.17
2024,3,5,27.08,29.93,36.04,17.41,18.96,0,3.45,0.79,101.21
2024,3,6,30.34,32.57,37.64,22.77,25.99,0.02,4.96,1.37,101.03
2024,3,7,29.12,31.5,37.69,21.27,25.98,0,3.35,2.12,101.01
2024,3,8,27.83,30.26,37.23,18.52,19.94,0,3.96,1.54,101.15
2024,3,9,28.06,30.74,37.38,18.73,21.5,0,4.08,0.98,101.17
2024,3,10,29.22,31.42,37.75,19.64,26.26,0,4.53,0.54,101.22
2024,3,11,31.14,33.36,38.56,22.98,32.86,0,3.52,0.12,101.3
2024,3,12,31.24,33.07,39.28,22.15,22.61,0,3.3,0.17,101.16
2024,3,13,30.79,33.17,39.93,21.78,22.53,0,4.26,2.03,100.99
2024,3,14,29.5,32.05,38.12,20.54,17.58,0,3.88,1.44,101.1
2024,3,15,30,32.99,38.35,20.04,20.76,0.05,2.99,0.23,101.04
2024,3,16,31.02,33.01,38.04,24.95,39.15,3.23,4.66,1.38,101.06
2024,3,17,30.37,32.56,37.48,23.64,44.08,0.6,4.91,2.26,101.09
2024,3,18,30.38,32.35,36.89,24.44,42.33,2.4,4.56,2.39,101.02
2024,3,19,29.48,31.1,37.08,22.28,44.85,3.08,4.15,0.82,100.93
2024,3,20,26.65,28.14,34.05,21.38,49.26,4.45,4.68,0.24,101.22
2024,3,21,27.27,29.29,35.33,18.32,45.27,0,5.29,0.09,101.1
2024,3,22,29.48,30.94,38.03,20.84,33.32,0,3.08,1.76,100.83
2024,3,23,29.94,31.87,38.96,20.56,29.8,0,2.71,0.4,100.79
2024,3,24,31.43,33.69,39.06,22.21,33.07,0,4.32,0.23,100.94
2024,3,25,32.37,33.61,39.46,24.78,32.88,1.88,4.87,0.22,100.99
2024,3,26,31.09,32.33,38.53,22.71,39.27,3.86,4.36,0.36,101.03
2024,3,27,31.97,34.19,39.81,23.47,34.64,0,4.64,0.46,101.17
2024,3,28,32.74,35.18,40.72,24.28,31.28,0,4.87,0.21,100.95
2024,3,29,34.01,36.06,41.7,25.8,27.56,0,4.72,0.55,100.79
2024,3,30,34.13,35.85,40.96,27.53,30.13,0.38,3.48,0.94,100.94
2024,3,31,33.22,35.54,40.05,26.82,30.9,0.06,4.29,1.47,101.09
2024,4,1,34.63,36.85,41.7,27.37,26.91,0,3.23,0.1,100.76
2024,4,2,33.82,37.08,41.75,24.9,20.51,0,2.87,0.26,100.61
2024,4,3,34.35,36.66,41.03,26.16,23.44,0,2.56,0.58,100.73
2024,4,4,35.17,37.72,42.3,27.92,24.74,0,3.94,1.93,100.69
2024,4,5,34.39,36.71,42.25,25.21,19.15,0,5.54,1.51,100.71
2024,4,6,33.82,36.48,41.98,25.18,20.4,0,4.73,2.28,100.62
2024,4,7,34.5,37.26,41.5,28.19,21.99,0.67,3.8,0.96,100.6
2024,4,8,33.1,34.8,38.97,28.12,29.76,2.23,6.35,2.7,100.86
2024,4,9,32.42,34.95,39.25,26.2,38.09,1,7.42,0.18,100.94
2024,4,10,32.25,35.34,40.04,24.11,39.54,1.34,5.19,1.74,100.92
2024,4,11,30.45,32.24,36.09,25.59,41.74,1.81,5.35,1.63,101.1
2024,4,12,29.78,31.29,35.16,25.12,44.5,4.5,4.67,1.73,101.04
2024,4,13,30.3,32.17,36.78,23.18,48.19,5.9,3.23,0.23,100.97
2024,4,14,31.95,34.45,39.05,24.08,44.73,0.14,4.28,0.66,100.95
2024,4,15,33.5,36.28,40.77,26.03,38.78,0.02,4.84,0.64,100.95
2024,4,16,34.34,36.79,41.4,26.58,38.27,0,3.8,1.11,100.76
2024,4,17,35.67,38.09,42.85,28.04,33.06,0,3.49,0.73,100.63
2024,4,18,36.5,39.41,43.34,29.41,29.29,0,3.06,0.19,100.5
2024,4,19,36.16,38.92,42.52,30.57,30.94,0.01,3.63,0.16,100.38
2024,4,20,36.15,38.97,41.9,30.53,34.13,1.31,5.28,2.37,100.41
2024,4,21,35.57,38.52,42.32,28.99,31.34,0.35,6.7,1.02,100.5
2024,4,22,31.94,34.69,37.26,27.98,37.15,0.06,5.58,0.47,100.78
2024,4,23,33.18,36.19,40.13,26.68,38.71,5.11,3.33,0.27,100.6
2024,4,24,33.15,35.62,40.42,25.06,41.89,0.82,4.27,0.97,100.58
2024,4,25,34.85,37.56,41.97,27.87,31.69,0,2.52,0.12,100.52
2024,4,26,35.7,39.04,43,27.34,28.5,0.08,2.51,0.5,100.46
2024,4,27,36.08,39.46,42.79,29.07,30.03,0.42,2.2,0.16,100.51
2024,4,28,36.17,39.61,42.98,28.75,30.24,1.75,4.26,0.35,100.53
2024,4,29,36.11,38.88,43.08,28.57,32.99,1.36,3.85,1.66,100.6
2024,4,30,36.15,38.34,43.11,30.59,34.62,2.9,5.16,0.38,100.42
2024,5,1,34.89,36.82,42.77,26.97,25.23,0,6.13,1.02,100.22
2024,5,2,33.18,35.78,42.45,24.05,16.67,0,5.07,2.93,100.3
2024,5,3,33.6,35.77,43.12,23.14,12.65,0,4.19,2.07,100.44
2024,5,4,34.25,36.73,43.27,24.74,13.79,0,3.63,0.51,100.47
2024,5,5,35.87,37.59,44.76,25.68,16.65,0,5.42,0.53,100.25
2024,5,6,36.51,39.51,44.42,27.82,21.57,0,4.88,1.6,100.33
2024,5,7,36.44,38.77,43.31,30.11,32.98,2.62,8.39,0.79,100.48
2024,5,8,34.27,38.31,41.8,26.63,37.93,0.11,8.72,1.51,100.6
2024,5,9,34.36,36.98,41.12,28.1,39.06,4.88,5.89,1.49,100.56
2024,5,10,33.48,36.52,40.18,26.98,44.51,1.19,4.73,0.19,100.65
2024,5,11,33.97,37.25,40.58,27.83,43.18,0.02,4.56,0.32,100.75
2024,5,12,34.89,38.2,41.05,28.51,39.54,1.56,4.17,0.71,100.73
2024,5,13,32.99,35.7,39.29,27.28,43.62,3.29,4.05,1.39,100.79
2024,5,14,33.1,34.57,39.32,27.53,43.34,5.14,4.28,0.83,100.75
2024,5,15,32.06,33.43,37.36,26.77,46.99,0.32,3.91,1.23,100.84
2024,5,16,30.85,32.17,35.39,27.47,59.39,6.58,3.95,1.53,100.87
2024,5,17,29.57,31.51,35.08,25.48,65.12,5.19,3.8,1.34,100.77
2024,5,18,30.8,33.58,37.66,23.92,57.34,0.27,4.64,1.83,100.54
2024,5,19,32.42,35.3,39.36,26.34,52.95,0.02,5.22,2.62,100.32
2024,5,20,33.61,36.81,40.62,26.46,48.37,0,4.87,2.5,100.29
2024,5,21,34.89,38.05,42.37,27.11,43.07,0,4.2,0.8,100.22
2024,5,22,35.42,39.11,42.63,27.83,42.84,0.35,5.05,0.54,100.16
2024,5,23,35.88,39.5,42.51,29.33,39.78,1.2,4.28,1.22,100
2024,5,24,36.42,39.54,43.27,29.93,38.63,2.18,5.47,0.47,99.78
2024,5,25,36.98,39.59,44.62,30.05,37.8,0.39,5.14,1.34,99.67
2024,5,26,36.48,37.57,42.13,29.67,35.77,0.07,5.61,1.08,99.71
2024,5,27,38.85,40.58,45.93,32.54,26.47,0.23,10.08,4.4,99.62
2024,5,28,37.97,39.99,45.33,30.84,27.17,0.01,9.76,3,99.7
2024,5,29,37.81,40.12,45.05,31.72,25.79,0.02,8.42,1.82,99.85
2024,5,30,37.53,40.46,45.01,30.01,29.17,0,8.26,1.81,99.98
2024,5,31,38.22,40.69,45.13,32.13,24.67,0,9.11,2.11,100.07
2024,6,1,37.72,40.49,44.31,31.37,26.06,0.17,5.33,1.41,100.14
2024,6,2,36.54,38.87,41.76,31.22,36.8,0.18,6.88,1.67,100.29
2024,6,3,33.43,35.96,39.63,28.22,50.09,4.2,5.96,0.64,100.45
2024,6,4,33.88,36.87,40.59,26.8,47.98,1.73,4.83,0.5,100.47
2024,6,5,33.4,35.24,37.81,29.72,49.1,4.83,5.7,1.93,100.5
2024,6,6,32.61,34.97,37.65,27.74,53.92,0.98,3.6,0.37,100.57
2024,6,7,33.42,35.77,39.74,27.78,49.92,0.06,5.45,1.73,100.35
2024,6,8,32.54,35.45,38.34,27.94,50.77,2.2,3.47,0.15,100.34
2024,6,9,32.98,36.07,39.7,27.2,50.11,1.24,6.83,0.91,100.2
2024,6,10,32.93,35.62,38.21,27.4,54.86,2.92,4.63,0.63,100.21
2024,6,11,33.32,36.13,39.72,27.13,52.62,0.61,6.45,2.51,100.21
2024,6,12,31.67,33.91,37.08,27.34,57.27,2.64,6.64,0.1,100.38
2024,6,13,33.21,36.06,39.52,27.31,52.34,0.04,5.92,2.19,100.34
2024,6,14,32.76,34.86,38.35,27.8,52.61,2.53,6.67,2.59,100.3
2024,6,15,32.36,34.56,37.45,27.33,54.69,0.19,6.7,2.01,100.26
2024,6,16,32.11,34.34,37.49,27.48,54.95,2.42,4.42,1.17,100.32
2024,6,17,31.12,32.53,35.21,27.05,63.17,2.26,4.95,1.77,100.39
2024,6,18,30.99,32.56,35.6,27.1,64.7,0.76,4.97,0.77,100.29
2024,6,19,28.85,29.85,32.25,25.99,71.68,5.58,5.72,1.91,100.18
2024,6,20,29.05,29.82,34.47,24.97,68.11,6.6,7.88,3.11,100.16
2024,6,21,27.85,28.37,31.42,25.08,77.18,13.25,7.21,1.59,100.19
2024,6,22,28.53,29.18,32.42,25.04,75.57,12.05,5.04,0.35,100.03
2024,6,23,28.71,30.08,32.96,25.1,74.88,12.46,3.1,0.13,99.99
2024,6,24,30.27,32.15,35.7,24.93,68.04,0.41,3.55,1.08,99.88
2024,6,25,31.01,32.93,36.46,25.86,64.54,1,5.07,2.46,99.83
2024,6,26,29.05,30.21,33.96,25.1,71.32,4.56,6.92,2.23,99.88
2024,6,27,28.51,29.28,33.06,25.19,73.37,19.15,6.95,3.8,100.02
2024,6,28,26.22,26.37,29.95,23.15,80.51,21.62,7.37,2.58,100.18
2024,6,29,27.75,28.3,32.24,23.65,77.63,13.49,6.49,2.27,100.24
2024,6,30,27.44,27.71,31.01,25.09,80.58,8.01,5.72,2.15,100.3
2024,7,1,27.55,27.51,31.02,24.48,80.07,20.28,7.2,2.84,100.19
2024,7,2,27.91,27.92,32.32,24.42,77.33,9.01,7.96,3.77,100.09
2024,7,3,28.25,28.57,33.25,24.33,78.49,6.7,6.42,1.9,100.16
2024,7,4,28.87,29.51,33.48,24.93,73.46,1.69,7.21,2.35,100.27
2024,7,5,28.22,28.57,31.95,25.36,77.38,6.56,7.28,2.06,100.14
2024,7,6,28.41,28.96,33.49,24.53,77.38,30.14,6.79,2.64,100
2024,7,7,27.18,27.24,29.69,24.75,84.2,22.57,6.39,0.43,100.11
2024,7,8,27.9,28.55,31.98,24.42,82.66,7.17,2.98,1.01,100.09
2024,7,9,28.25,28.97,32.91,24.84,79.95,3.06,3.77,2.22,100.16
2024,7,10,27.24,27.83,31.42,23.53,81.16,5,5.21,2.33,100.45
2024,7,11,27.78,28.32,32.5,24.49,75.92,1.16,6,2.13,100.37
2024,7,12,26.31,26.2,29.62,24.5,86.46,8.45,6.17,2.48,100.14
2024,7,13,26.52,26.76,30.63,22.77,83.87,16.31,7.25,3.28,100.04
2024,7,14,26.51,26.44,28.92,24.36,89.01,13.84,7.04,2.47,99.81
2024,7,15,27.17,27.67,30.84,24.67,85.53,19.19,3.75,1.42,99.79
2024,7,16,26.43,26.98,30.78,22.74,85.42,17.35,5.69,3.42,99.82
2024,7,17,25.66,25.79,28.9,23.19,86.97,14.08,6.9,3.32,99.98
2024,7,18,26.45,26.55,30.24,23.84,87.41,25.64,7.68,1.87,99.94
2024,7,19,27.04,27.06,31.27,24.4,84.65,14.89,8.45,3.52,99.8
2024,7,20,25.92,25.78,28.1,24.14,91.47,36.11,9.1,5.8,99.79
2024,7,21,26.03,25.94,28.73,24.08,90.52,36.94,10.35,6.5,99.79
2024,7,22,25.61,25.47,27.95,23.98,88.66,8.68,9.51,6.77,100.03
2024,7,23,25.07,24.77,27.3,23.63,90.14,9.57,8.32,5.7,100.18
2024,7,24,25.19,24.87,27.86,23.38,90.29,27.11,8.9,4.86,99.98
2024,7,25,25.89,25.82,29.84,22.59,86.9,16.94,8.82,3.76,99.85
2024,7,26,25.6,25.48,29.04,22.34,88.35,8.46,9.61,4.22,99.89
2024,7,27,25.33,25.11,27.38,23.67,92.37,30.11,8.82,5.27,99.94
2024,7,28,25.16,24.98,27.61,23.39,90.55,13.01,8.32,4.9,99.79
2024,7,29,26.63,26.67,30.9,23.26,86.78,3.26,6.92,1.62,99.8
2024,7,30,27.14,27.23,30.89,23.99,84.22,13.7,5.04,2.15,100.19
2024,7,31,27.16,27.23,31.06,24.1,86.39,7.61,5.83,1.96,100.31
2024,8,1,26.67,26.58,29.5,24.78,89.69,23.34,6.92,1.67,100.22
2024,8,2,26.03,25.87,29.12,23.84,89.97,13.9,7.85,3.44,100.19
2024,8,3,25.8,25.65,29.12,23.43,88.87,4.15,7.71,3.05,100.32
2024,8,4,26.15,26.08,29.58,23.54,88.8,8.26,7.89,2.75,100.38
2024,8,5,26.88,27.11,31.01,23.46,85.54,1.66,6.52,2.45,100.48
2024,8,6,26.05,26.09,28.98,24.02,88.68,3.53,6.43,1.74,100.42
2024,8,7,26.09,26.11,29.37,24.19,88.38,6.45,6.16,1.98,100.42
2024,8,8,26.04,26.07,29.52,23.83,87.74,1.9,6.53,2.07,100.51
2024,8,9,26.09,26.19,29.85,23.38,86.16,0.6,5.56,1.81,100.63
2024,8,10,26.53,26.79,30.33,23.43,85.48,4.2,5.29,1.87,100.6
2024,8,11,26.77,26.91,30.58,24.09,87.6,7.51,5.5,1.6,100.43
2024,8,12,26.73,26.85,30.22,24.23,86.91,0.89,4.6,1.58,100.46
2024,8,13,27.55,27.74,30.87,24.35,84.83,0,4.05,0.85,100.49
2024,8,14,27.58,27.51,30.26,24.94,84.31,0,1.78,0.45,100.52
2024,8,15,26.73,26.83,29.33,24.78,89.07,7.15,1.74,0.15,100.44
2024,8,16,26.93,26.87,29.78,24.18,87.35,14.77,2.51,0.91,100.4
2024,8,17,27.83,28.06,31.26,23.85,81.47,2.06,2.52,0.35,100.46
2024,8,18,27.15,27.19,29.44,24.85,88,0.61,2.29,1.05,100.54
2024,8,19,26.3,26.3,28.61,24.37,92.31,16.05,2.68,1.18,100.43
2024,8,20,26.43,26.21,28.43,24.58,90.71,1.01,2.9,0.12,100.45
2024,8,21,27.19,27.09,30.06,24.18,86.51,0.52,2.26,0.25,100.55
2024,8,22,27.76,28,31.78,24.22,83.56,5.6,2.03,0.46,100.5
2024,8,23,26.96,27,30.24,24.42,87.55,17.53,5.57,1.17,100.5
2024,8,24,25.52,25.28,27.82,24.23,90.9,16.77,6.56,3.23,100.37
2024,8,25,25.84,25.68,29.44,23.26,87.91,10.07,8.5,3.34,100.32
2024,8,26,26.18,26.23,30.13,22.83,85.53,0.15,7.12,2.31,100.31
2024,8,27,26.54,26.76,30.68,22.83,85.17,0.58,5.24,2.24,100.51
2024,8,28,26.57,26.82,30.9,22.21,84.05,1.03,5.41,1.65,100.54
2024,8,29,26.22,26.37,29.23,23.89,86.91,1.21,4.17,0.92,100.46
2024,8,30,26.23,26.23,29.48,23.78,88.91,4.19,4.96,0.97,100.44
2024,8,31,26.04,25.89,28.45,24.04,93.38,36.47,5.64,3.76,100.34
2024,9,1,26.78,26.64,30.36,24.83,91.83,32.42,6.85,3.61,100.04
2024,9,2,26.43,26.3,28.7,23.58,93.13,26.94,4.6,0.82,99.96
2024,9,3,26.03,26.5,30.6,21.35,87.65,11.17,4.3,0.39,100.26
2024,9,4,24.57,24.43,26.39,22.63,92.37,11.29,6.58,3.69,100.41
2024,9,5,24.99,24.76,26.91,23.53,92.61,1.28,6.56,1.79,100.32
2024,9,6,26.19,26.2,29.93,23.09,89.57,1.12,5.14,1.76,100.38
2024,9,7,25.33,25.22,27.29,23.61,91.99,7.48,6.78,2.73,100.46
2024,9,8,25.51,25.36,28.32,23.33,90.69,3.14,7,2.32,100.47
2024,9,9,24.98,24.75,26.4,23.82,92.74,1.71,6.4,2.98,100.21
2024,9,10,24.61,24.48,26.48,23.31,91.75,8.22,8.55,4.32,100.13
2024,9,11,25.83,25.7,30.07,22.78,85.87,0.34,7.32,2.35,100.31
2024,9,12,26.12,26.15,30.2,22.73,86.09,0.35,5.71,2.18,100.53
2024,9,13,25.74,25.85,29.46,23.1,86.31,0.02,5.84,2,100.59
2024,9,14,25.38,25.38,29.56,22.35,85.48,0,6.15,2.39,100.57
2024,9,15,25.23,25.28,29.35,21.73,85.9,0.06,6.11,2.46,100.57
2024,9,16,25.29,25.38,29.15,22.14,86.11,0.06,6.94,2.88,100.58
2024,9,17,25.47,25.43,29.89,22.44,85.14,0.05,7.55,3.31,100.5
2024,9,18,25.49,25.65,29.88,21.89,85.48,0,6,1.99,100.44
2024,9,19,26.52,26.82,30.98,22.09,84.08,0.14,3.32,1.24,100.53
2024,9,20,26.88,26.9,30.76,23.69,85.14,2.31,3.09,1.35,100.51
2024,9,21,26.53,26.5,30.54,23.13,87.88,7.57,3.91,1.71,100.55
2024,9,22,26.61,26.62,29.88,24.13,88.77,10.24,4.15,1.7,100.5
2024,9,23,26.71,26.74,30.21,23.88,89.15,5.97,3.52,0.98,100.41
2024,9,24,27.04,27.14,31.02,23.87,87.74,8.45,3.47,0.88,100.29
2024,9,25,26.32,26.41,29.43,24.22,90.38,9.39,2.51,0.93,100.2
2024,9,26,26.6,26.89,30.55,23.4,87.9,9.98,3.51,1.49,100.14
2024,9,27,25.8,25.73,28.21,24.24,91.72,7.85,5.17,1.65,100.42
2024,9,28,26.51,26.57,30.33,23.76,86.28,0.6,4.64,2.15,100.68
2024,9,29,26.96,26.9,30.65,22.89,84.07,0.55,3.58,0.89,100.88
2024,9,30,27.34,27.21,30.84,22.96,82.06,1.21,3.09,0.22,100.89
2024,10,1,27.51,27.55,31.56,23.7,84.57,0.35,2.38,1.54,100.71
2024,10,2,27.39,27.43,31.71,23.15,84.41,0.42,3.44,1.75,100.7
2024,10,3,27.24,27.24,31.19,23.55,86.4,0.26,4.75,1.73,100.63
2024,10,4,26.92,26.95,30.78,23.8,86,0,3.87,2,100.69
2024,10,5,26.74,26.84,30.87,23.05,84,0.07,3.39,1.65,100.83
2024,10,6,25.89,25.8,30.67,21.77,83.26,0.01,4.3,1.72,100.96
2024,10,7,25.28,25.42,29.72,21.09,84.21,0,3.07,1.53,101.12
2024,10,8,24.69,24.59,27.66,22.27,88.39,4.36,2.16,1.02,101.15
2024,10,9,25.52,25.57,29.71,21.74,86.85,2.34,2.39,1.19,100.96
2024,10,10,25.86,25.9,29.87,21.79,86.33,8.36,3.25,1.5,100.86
2024,10,11,25.52,25.47,28.79,22.66,88.22,3.17,3.53,1.48,100.86
2024,10,12,25.82,25.88,29.52,22.5,87.37,0.29,3.04,1.24,100.93
2024,10,13,26.29,26.3,29.99,23.35,86.92,4.71,2.7,0.93,100.96
2024,10,14,26.46,26.54,30.74,22.78,85.22,0.3,3.05,0.9,100.98
2024,10,15,26.34,26.56,30.85,22.48,85.49,0.06,3.05,1.56,100.95
2024,10,16,26.54,26.6,30.75,22.91,85.23,0.35,4.26,1.57,100.87
2024,10,17,26.39,26.48,30.54,22.32,85.62,0.04,3.53,1.64,100.85
2024,10,18,26.02,25.82,28.93,23.01,87.86,3.08,2.5,0.67,100.87
2024,10,19,25.64,25.4,28.13,23.67,91.11,4.2,3.24,0.45,101.03
2024,10,20,24.63,24.81,28.6,21.3,88.37,2.05,2.48,0.86,101.2
2024,10,21,25.35,25.56,30.05,21.5,83.86,4.06,2.04,1.31,101.2
2024,10,22,25.04,25.15,29.8,21.11,84.51,0.31,3.26,1.51,101.15
2024,10,23,24.16,23.9,28.96,19.75,83.98,0.01,3.96,1.64,101.11
2024,10,24,23.32,23.16,28.57,18.7,84.4,0,5.05,1.87,100.98
2024,10,25,24,24.1,29.19,18.59,86.28,0,4.31,2.37,100.9
2024,10,26,24.6,24.44,29.14,21.12,83.63,0,5.77,1.97,100.93
2024,10,27,23.71,23.47,28.76,18.88,81.01,0,3.12,1.49,100.81
2024,10,28,24.84,24.76,29.23,19.38,79.38,0,1.77,0.46,100.74
2024,10,29,25.74,25.57,30.14,21.43,81.55,0,2.27,0.02,100.85
2024,10,30,25.34,25.38,29.55,21.8,86.82,0.38,4.83,1.42,100.96
2024,10,31,25.44,25.52,29.37,22.13,87.11,0.45,3.51,0.15,101.09
2024,11,1,24.45,24.42,28.99,21.44,84.5,0.75,4.13,1.44,101.23
2024,11,2,23.29,22.82,29.11,18.45,78.46,0.01,3.32,1.37,101.32
2024,11,3,23.21,22.68,28.57,18.81,78.89,0,3.24,1.62,101.37
2024,11,4,23.27,22.44,28.53,18.78,75.72,0,2.72,1.41,101.26
2024,11,5,23.28,22.57,28.92,19.47,75.36,0,2.62,0.8,101.31
2024,11,6,22.36,22.04,28.36,17.68,79.75,0,3.66,1.7,101.36
2024,11,7,21.88,21.69,27.85,16.99,81.79,0,2.86,1.77,101.34
2024,11,8,22.28,21.98,28.48,16.47,80.12,0,2.66,1.13,101.33
2024,11,9,22.5,22.45,28.58,17.19,81.07,0,2.86,1.41,101.34
2024,11,10,21.75,21.64,27.6,17.38,80.19,0,3.62,2.26,101.38
2024,11,11,20.98,20.86,27.15,16.3,80.2,0,3.76,1.88,101.31
2024,11,12,20.84,20.71,27.62,15.4,81.21,0,4.19,2.36,101.25
2024,11,13,20.99,20.99,28.18,15.55,80.28,0,3.72,2.32,101.19
2024,11,14,20.91,21.07,28.11,14.93,80.99,0,3.71,2.27,101.27
2024,11,15,20.79,20.89,27.49,15.66,79.37,0,3.82,2.36,101.32
2024,11,16,20.11,20.02,27.4,14.73,77.88,0,3.99,2.34,101.28
2024,11,17,19.38,19.18,26.85,13.31,76.94,0,4.43,2.3,101.32
2024,11,18,19.21,19.02,26.56,13.71,77.66,0,4.27,1.82,101.38
2024,11,19,19.08,18.98,26.25,13.72,77.29,0,3.61,1.54,101.46
2024,11,20,19.05,19.07,26.5,13.14,77.53,0,3.62,2.05,101.39
2024,11,21,18.84,18.93,26.26,13.02,77.88,0,2.94,2.03,101.34
2024,11,22,18.63,18.71,25.96,13.2,77.2,0,3.07,2.14,101.29
2024,11,23,18.74,18.72,26.27,13.27,73.66,0,2.95,1.27,101.39
2024,11,24,18.46,18.56,26.11,12.59,76.26,0,3.22,1.82,101.43
