YEAR,MO,DY,SLP,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN
2022,4,4,100.73,33.84,36.5,42.54,24.97,20.27,0,3.71,0.97
2022,4,5,100.9,33.76,36.7,42.51,24.96,25.79,0,4.33,1.1
2022,4,6,100.88,34.37,37.1,43.01,25.74,21.44,0,4.75,0.24
2022,4,7,100.78,34.28,37.03,43,25.22,22.3,0,5.02,0.94
2022,4,8,100.71,34.3,36.79,41.35,26.49,26.76,0,5.72,0.83
2022,4,9,100.58,35.11,37.92,42.38,27.05,29,0,5.98,1.02
2022,4,10,100.53,35.58,38.74,42.6,28.11,28.28,0,5.95,0.22
2022,4,11,100.46,35.33,37.89,42.85,27.72,23.84,0,5.66,0.74
2022,4,12,100.38,35.34,37.88,43.02,28.1,25.26,0,5.34,0.97
2022,4,13,100.35,34.79,36.71,41.23,27.79,26.17,0,6.09,1.6
2022,4,14,100.37,35.21,36.71,40.92,29.14,25.02,0,6.93,0.4
2022,4,15,100.35,35.26,37.58,42.21,28.41,25.25,0,5.49,1.2
2022,4,16,100.32,34.29,36.68,41.59,28.41,29.25,0,6.02,0.48
2022,4,17,100.37,34.9,38.79,42.55,26.16,27.57,0,3.46,0.22
2022,4,18,100.53,35.95,38.58,43.13,27.83,23.4,0,4.62,0.29
2022,4,19,100.62,35.82,38.3,43.94,26.35,16.12,0,3.02,1.65
2022,4,20,100.43,36.37,39.95,44.29,28.04,18.07,0,4.06,0.51
2022,4,21,100.34,36.76,40.18,44.18,28.31,19.02,0,6.21,0.44
2022,4,22,100.67,33.84,36.78,39.3,30,36.03,0,6.71,2.14
2022,4,23,100.72,33.32,36.12,39.43,27.89,37.92,0.56,5.63,0.76
2022,4,24,100.59,33.95,36.3,39.56,28.57,34.29,0.92,4.3,0.86
2022,4,25,100.43,35.89,38.84,43.85,28.31,23.93,0,4.81,1.48
2022,4,26,100.46,36.04,38.74,43.72,28.01,17.46,0,3.13,0.79
2022,4,27,100.41,36.72,38.94,44.64,27.93,16.26,0,2.97,0.66
2022,4,28,100.45,36.79,40.13,44.85,28.56,18.49,0,3.48,0.62
2022,4,29,100.44,37.19,39.4,45.17,29.23,16.49,0,5.63,0.36
2022,4,30,100.25,36.72,39.44,44.79,26.94,15.03,0,4.5,0.35
2022,5,1,100.11,36.86,39.37,44.33,29.13,16.41,0,7.34,1.43
2022,5,2,100.12,36.92,39.34,44.25,29.5,20.63,0,5.27,0.37
2022,5,3,100.21,37.35,41.08,44.02,30.64,29.26,0.17,4.99,0.44
2022,5,4,100.52,34.42,37.12,38.84,29.45,37.65,1.83,6.77,1.27
2022,5,5,100.36,36.4,39.87,43.28,29.26,28.83,0,3.62,0.18
2022,5,6,100.26,36.53,39.23,43.79,28.28,17.92,0,3.48,0.92
2022,5,7,100.24,36.24,39.32,43.53,28.37,25.74,0,5.22,0.91
2022,5,8,100.14,36.41,38.85,42.91,29.99,21.21,0,4.11,1.62
2022,5,9,99.95,35.48,38.23,43.32,27.82,23.83,0,5.3,2.04
2022,5,10,99.91,35.62,38.1,43.08,27.86,27.73,0,8.72,2.42
2022,5,11,99.94,35.64,37.95,41.72,29.41,36.07,0,8.59,2.97
2022,5,12,100,35.7,39.43,42.79,29,39.76,0.51,6.88,1.34
2022,5,13,99.93,35.47,38.78,42.28,28.51,41.07,5.23,8,0.84
2022,5,14,99.98,36.83,39.89,44.03,30.08,33.19,0,6.04,0.92
2022,5,15,100.08,37.22,40.72,44.24,30.52,33.24,0.4,6.28,0.55
2022,5,16,100.21,34.09,35.83,38.61,30.26,45.34,2.86,5.99,1.89
2022,5,17,100.18,32.5,34.21,37.25,28.68,50.72,0,5.74,3.35
2022,5,18,100.18,34.96,38.07,41.39,28.22,39.02,0.82,6.18,0.7
2022,5,19,100.33,33,35.75,39.14,28.28,47.98,2.84,6.15,2.33
2022,5,20,100.21,33.19,35.46,39.12,27.83,48.63,0.09,4.35,1.34
2022,5,21,100.02,34.24,36.37,42.36,26.97,35.98,0.12,8.51,4.23
2022,5,22,99.86,33.96,35.87,41.78,26.91,32.55,0,9.22,2.74
2022,5,23,99.88,34.68,36.8,41.61,27.89,32.91,0,9.34,1.02
2022,5,24,100.16,35.17,37.66,41.69,29.54,31.47,0.43,7.83,1.35
2022,5,25,100.38,35.71,38.26,41.24,30,32.27,2.21,6.87,0.19
2022,5,26,100.27,35.62,38.02,41.47,30.28,35.47,2.35,3.99,1.49
2022,5,27,100.24,34.15,36.29,40.82,28.2,37.79,1.38,8.06,1.64
2022,5,28,100.15,34.53,36.84,42.15,27.61,33.16,0,8.69,2.07
2022,5,29,100.13,35.02,37.32,42.02,28.6,33.1,0,8.93,2.45
2022,5,30,100.05,35.84,38.33,43.42,28.97,31.49,0.03,7.87,2.09
2022,5,31,99.99,35.66,37.75,42,29.84,33.18,0.5,8.93,1.59
2022,6,1,99.93,36.05,37.68,42.62,31.02,29.01,1.02,8.35,1.57
2022,6,2,99.92,36.51,38.35,44.54,29.48,26.69,0.11,11.05,0.8
2022,6,3,99.9,36.86,38.39,44.07,30.43,23.55,0,8.26,0.67
2022,6,4,99.97,36.91,38.73,43.74,30.96,24.3,0.04,8.48,1.58
2022,6,5,99.98,37.33,39.09,43.17,32.22,24.85,0.01,5.58,0.86
2022,6,6,99.97,37.3,38.88,43.22,31.17,26.75,0,5.91,0.36
2022,6,7,99.96,37.4,39.61,44.35,31.28,23.76,0,9.34,1.13
2022,6,8,99.97,37.01,39.28,44.14,30.64,25.91,0.3,8.78,2.91
2022,6,9,100.01,34.96,36.97,40.29,30.12,39.11,2.17,10.33,4.28
2022,6,10,100.16,33.53,35.65,40.22,29.07,46.57,2.68,5.51,3.63
2022,6,11,100.28,31.53,32.77,36.65,27.15,57.41,11.5,5.86,2.32
2022,6,12,100.34,29.54,31.06,33.99,25.56,69.3,6.8,5.29,1.07
2022,6,13,100.48,28.25,28.91,31.43,25.27,74.17,7.41,6.06,1.67
2022,6,14,100.39,30.27,31.66,35.47,24.98,64.6,1.42,4.6,1.68
2022,6,15,100.33,29.64,30.05,32.84,26.58,68.21,6.19,6.02,0.38
2022,6,16,100.33,28.85,29.62,32.23,25.19,75.43,21.96,4.28,1.33
2022,6,17,100.35,28.88,29.85,32.68,25.54,73.03,1.38,4.79,0.93
2022,6,18,100.38,28.79,29.15,32.34,25.81,74.7,5.51,4.81,0.33
2022,6,19,100.31,29.64,30.89,35.11,24.69,69.83,3.14,5.22,1.53
2022,6,20,100.21,27.84,28.24,31.26,24.79,78.99,18.72,7.75,1.82
2022,6,21,100.03,28.56,29.22,33.24,24.92,75.45,5.3,7.07,1.24
2022,6,22,100.23,28.15,28.74,31.42,24.64,75.8,8.55,4.85,0.7
2022,6,23,100.36,28.47,29.51,31.94,24.29,74.69,15.53,2.38,0.3
2022,6,24,100.22,27.7,28.59,31.83,24.28,78.55,14.46,3.86,0.1
2022,6,25,100.01,27.56,28.3,31.07,24.44,80.04,4.23,4.32,0.37
2022,6,26,100.09,26.67,27.02,29.27,24.49,81.33,1.87,4.82,0.8
2022,6,27,100.26,28.08,29.18,33.09,23.75,74,2.65,5.23,2.15
2022,6,28,100.22,28.06,28.76,32.23,24.39,75.01,1.9,6.14,2.58
2022,6,29,100.06,28.89,29.57,33.65,24.51,73.09,2.83,6.53,1.72
2022,6,30,100.07,26.8,26.85,29.63,24.9,82.51,9.37,8.72,1.81
2022,7,1,100.09,28.87,29.77,34.38,24.12,72.61,4.95,6.59,2.49
2022,7,2,100,27.31,27.65,30.89,24.53,81.36,19.74,6.31,1.17
2022,7,3,99.99,26.78,26.86,29.56,24.91,85.65,17.64,6.61,1.78
2022,7,4,99.99,26.12,26.05,28.59,24.51,87.35,36.16,7.1,2.53
2022,7,5,99.85,25.98,26.01,29.33,23.63,87.34,24.44,6.57,2.38
2022,7,6,100.04,26.7,27.14,30.37,23.67,84.41,13.45,4.66,1.35
2022,7,7,100.21,25.83,25.73,28.19,24.11,90.09,29.76,7.21,2.58
2022,7,8,100.04,26.06,25.88,28.49,23.97,89.8,30.38,7.58,3.44
2022,7,9,99.85,26.12,25.93,29.13,24.02,90.7,50.33,6.54,3.04
2022,7,10,99.86,25.23,25.09,27,23.91,90.65,57.67,9.99,4.81
2022,7,11,99.93,25.33,25.09,27.82,23.81,91.5,48.83,9.59,5.38
2022,7,12,99.81,25.19,25.02,27.79,22.91,92.36,57,9.04,5.47
2022,7,13,99.38,25.54,25.31,27.78,23.74,94.59,132.73,9.21,5.57
2022,7,14,99.42,25.63,25.63,29.11,22.9,91.63,34.86,7.8,4.81
2022,7,15,99.82,25.77,25.61,28.86,22.65,89.23,3.17,8.52,2.2
2022,7,16,100.02,26.19,26.17,29.44,22.79,87.87,3.44,6.27,2
2022,7,17,100.1,25.7,25.5,27.52,24.06,91.98,19.39,8.28,3.96
2022,7,18,100.11,24.58,24.28,26.92,22.32,92.04,37.23,8.75,5.19
2022,7,19,100.31,25.72,25.85,29.66,21.98,87.52,3.05,6.98,2.05
2022,7,20,100.33,26.6,26.71,30.3,23.42,87.65,3.28,7.04,2.04
2022,7,21,100.34,25.72,25.68,28.14,24.28,90.24,6.69,8.21,2.11
2022,7,22,100.33,25.01,24.83,26.82,23.84,93.37,27.81,6.5,2.7
2022,7,23,100.17,24.62,24.47,26.07,23.01,93.57,21.66,7.09,3.99
2022,7,24,100.21,25.45,25.47,28.08,23.25,89.75,7.57,6.46,2.47
2022,7,25,100.46,25.42,25.25,27.72,23.44,89.84,19.56,5.87,1.03
2022,7,26,100.62,24.62,24.53,26.2,23.07,94.04,32.23,4.38,1.76
2022,7,27,100.62,26.44,26.55,29.56,22.79,84.85,1.85,2.92,0.24
2022,7,28,100.68,27.07,26.79,29.88,24.38,85.82,9.64,0.83,0.16
2022,7,29,100.66,26.26,26.14,28.54,24.58,91.12,7.03,2.7,1.04
2022,7,30,100.52,26.27,26.27,29.22,23.87,89.06,3.77,3.32,1.53
2022,7,31,100.31,26.99,26.93,30.36,23,83.75,0.06,3.46,0.58
2022,8,1,100.28,26.95,26.91,30.31,23.87,85.99,0.57,4.38,1.05
2022,8,2,100.22,26.4,26.46,29.79,23.94,89.32,2.25,5.39,1.87
2022,8,3,100.16,27.47,27.5,30.8,23.49,83.09,1.75,3.34,0.41
2022,8,4,100.06,27.1,27.22,29.95,24.28,85.71,23.45,2.86,0.61
2022,8,5,99.99,26.93,27.38,30.55,23.7,86.45,13.27,3.96,1.15
2022,8,6,99.91,25.5,25.42,27.79,23.96,92.06,20.7,5.4,2.06
2022,8,7,99.82,25.15,25.12,27.22,23.46,92.58,28.38,5.73,0.89
2022,8,8,99.6,24.63,24.44,26.2,23.18,93.36,18.74,8.37,2.55
2022,8,9,99.53,25.44,25.32,28.65,22.94,92.03,35.83,7.7,3.34
2022,8,10,99.56,24.19,23.82,26.02,22.14,92.84,8.19,9.19,4.99
2022,8,11,99.89,25.75,25.63,29.26,22.25,89.3,1.39,7.83,3.11
2022,8,12,100.16,26.22,26.17,30.08,22.67,87.87,0.76,7.54,2.28
2022,8,13,100.25,25.46,25.3,28.62,22.43,90.09,13.9,6.83,2.12
2022,8,14,100.3,24.98,24.75,27.22,23.13,92.22,15.43,8.26,4.22
2022,8,15,100.32,24.66,24.36,27.04,22.97,91.14,12.24,8.31,4.13
2022,8,16,100.5,25.33,25.3,29.32,22.01,88.2,2.35,6.93,2.5
2022,8,17,100.57,26.35,26.36,30.15,22.87,86.53,1.51,5.97,2.01
2022,8,18,100.47,26.12,26.17,29.47,23.18,87.52,1.65,4.92,1.42
2022,8,19,100.39,26.05,25.88,29.22,23.97,89.07,0.29,7.41,1.66
2022,8,20,100.33,25.87,25.69,28.76,24.04,90.31,0.63,6.58,2.61
2022,8,21,100.18,25.53,25.42,28.92,23.55,89.53,0.13,8.54,3.75
2022,8,22,100.11,25.84,25.86,29.86,23.04,87.46,1.07,7.94,1.8
2022,8,23,100.29,26.52,26.6,30.06,22.97,84.76,0.09,5.23,1.46
2022,8,24,100.55,25.82,25.48,27.95,23.97,86.47,0.87,4.94,1.2
2022,8,25,100.52,25.8,25.81,29.38,22.73,86.05,2.23,4.27,1.44
2022,8,26,100.47,26.22,26.42,30.51,22.07,84.29,4.01,3.67,1.41
2022,8,27,100.44,25.97,26.17,29.81,22.96,87.87,2.97,5.52,2.02
2022,8,28,100.49,25.55,25.61,28.63,23.07,87.34,1.3,4.1,1.69
2022,8,29,100.65,26.23,26.68,30.49,22.7,85.1,14.73,1.98,0.59
2022,8,30,100.69,26.5,26.85,30.64,23,85.56,0.99,2.09,0.69
2022,8,31,100.58,26.36,26.46,29.52,23.44,87.59,3.04,2.81,1.53
2022,9,1,100.59,26.39,26.61,30.38,23.13,86.57,3.07,3.61,1.92
2022,9,2,100.72,26.74,27.06,30.91,22.85,85.88,0.31,2.96,1.7
2022,9,3,100.62,27.44,27.74,31.87,22.67,81.95,4.86,3.56,1.02
2022,9,4,100.59,26.03,25.94,28.79,23.91,89.16,23.5,2.82,0.36
2022,9,5,100.62,25.74,25.92,29.44,22.84,86.38,5.2,2.91,0.83
2022,9,6,100.57,26.82,26.88,30.66,22.88,82.74,3.93,3.01,0.71
2022,9,7,100.55,26.79,26.94,30.66,23.02,83.39,1.59,1.82,0.9
2022,9,8,100.49,26.42,26.76,30.05,23.87,87.78,5.52,4.13,1.53
2022,9,9,100.39,26.14,26.09,29.09,24.27,91.34,23.16,4.56,1.69
2022,9,10,100.23,26.26,26.2,29.35,24.45,91.18,13.2,4.95,1.7
2022,9,11,99.98,25.41,25.21,27.64,23.89,94.28,53.37,3.81,2.03
2022,9,12,99.86,24.99,24.73,27.53,23.33,93.33,17.18,7.62,3.24
2022,9,13,100.2,26.07,25.96,29.92,23.45,88.61,5.79,7.58,3.59
2022,9,14,100.53,25.93,25.87,29.83,22.59,87.11,0.5,6.92,2.47
2022,9,15,100.56,26.21,26.16,29.91,22.93,87.98,0.34,7.62,2.43
2022,9,16,100.36,25.97,25.91,29.06,23.19,89.74,1.29,7.63,2.25
2022,9,17,100.49,25.82,25.8,29.06,23.42,88.6,3.17,5.31,1.93
2022,9,18,100.61,25.53,25.47,28.79,22.99,90.48,2.01,5.91,1.39
2022,9,19,100.55,26.03,26.11,29.94,22.92,87.39,1.92,4.14,0.58
2022,9,20,100.48,25.31,25.12,28.41,23.14,91.08,6.44,6.5,2.25
2022,9,21,100.43,24.86,24.73,27.29,23.16,92.35,3.34,6.53,3.67
2022,9,22,100.53,24.37,24.22,26.49,22.53,92.16,5.06,5.79,1.59
2022,9,23,100.67,24.79,24.94,28.81,21.4,87.39,0.99,5.09,2.04
2022,9,24,100.68,25.02,24.96,29.13,20.81,83.05,0,4.47,1.03
2022,9,25,100.67,25.69,26,29.86,21.41,83.87,0,2.01,1.02
2022,9,26,100.74,25.98,25.95,29.4,22.7,85.57,2.69,3.43,0.84
2022,9,27,100.6,25.62,25.72,29.51,22.43,87.26,2.39,4.48,1.36
2022,9,28,100.51,25.94,25.95,29.39,22.94,87.99,2.44,2.96,1.11
2022,9,29,100.5,25.81,25.73,29.36,22.7,86.68,2.27,3.29,1.06
2022,9,30,100.56,25.68,25.56,29.78,21.95,83.74,0.26,4.57,1.62
2022,10,1,100.55,25.99,25.85,30.3,21.94,83.55,0.07,4.52,1.7
2022,10,2,100.54,25.74,25.66,30.05,22.42,85,0.01,7.03,2.28
2022,10,3,100.57,25.68,25.65,29.84,22.21,85.61,0,6.04,2.43
2022,10,4,100.58,25.27,25.33,29.09,22.3,87.49,0,4.63,1.75
2022,10,5,100.48,25.97,26.15,29.51,22.27,86.48,1.58,2.02,0.99
2022,10,6,100.5,25.01,24.97,27.53,23.41,91.42,7.83,5.72,1.91
2022,10,7,100.55,25.3,25.37,29.14,22.81,88.43,1.76,6.87,3.39
2022,10,8,100.76,25.69,25.9,29.43,22.71,86.84,0.3,4.75,1.68
2022,10,9,100.9,25.72,25.83,29.31,22.41,86.57,4.32,3.26,1.32
2022,10,10,100.99,25.08,25.12,28.25,22.49,90.43,7.03,4.46,1.45
2022,10,11,100.88,25.57,25.59,29.18,22.99,88.69,3.92,5.23,1.72
2022,10,12,100.92,25.61,25.83,29.1,22.65,87.12,4.2,3.12,0.41
2022,10,13,100.93,25.22,25.41,28.99,22.37,87.49,1.94,2.23,0.96
2022,10,14,100.9,24.87,24.9,28.43,22.43,89.49,10.82,3.91,1.9
2022,10,15,100.83,24.98,25.13,29.12,21.77,88.05,1.95,4.95,1.85
2022,10,16,101.01,25.44,25.56,29.56,22.57,87.68,1.21,4.13,1.76
2022,10,17,101.13,25.6,25.7,29.54,21.68,87.11,3.97,2.21,1.38
2022,10,18,101.03,25.53,25.41,28.46,22.53,85.91,2.05,2.37,0.46
2022,10,19,100.97,25.56,25.89,29.67,22.33,85.46,2.28,2.62,0.51
2022,10,20,101.1,24.99,25.24,29.44,21.81,87.54,0.28,3.37,1.86
2022,10,21,101.36,23.09,23.11,28.3,18.04,83.6,0.2,4.29,1.78
2022,10,22,101.49,20.6,20.38,26.81,15.06,80.66,0.13,5.61,2.1
2022,10,23,101.33,20.71,20.37,26.56,15.57,83.06,0,5.67,1.81
2022,10,24,101.03,20.58,19.86,26.5,14.83,79.13,0,5.11,1.79
2022,10,25,101.11,21.33,20.11,27.63,14.4,70.9,0,2.37,0.97
2022,10,26,101.35,21.66,20.09,27.34,17.51,68.78,0,2.59,0.51
2022,10,27,101.37,21.45,20,27.56,17.05,66.39,0,2.32,0.81
2022,10,28,101.34,20.47,19.59,27.06,15.71,71.02,0,2.82,1.38
2022,10,29,101.31,20.4,19.54,26.79,15.82,74.84,0,3.76,1.56
2022,10,30,101.32,20.41,19.66,26.67,15.56,77.6,0,3.51,1.39
2022,10,31,101.27,19.52,19.07,25.85,14.9,78.56,0,4.02,1.72
2022,11,1,101.36,20.19,20.19,26.32,13.67,83.75,0,4.02,1.82
2022,11,2,101.25,21.77,21.93,27.14,17.66,83.94,0,3.5,1.86
2022,11,3,101.25,21.16,21.17,27.52,15.48,83.68,0,2.95,1.83
2022,11,4,101.37,20.84,20.44,27.65,15.32,76.89,0,2.59,1.16
2022,11,5,101.47,21.38,20.25,28.49,16.02,70.56,0,2.28,0.39
2022,11,6,101.5,22.68,20.73,28.33,17.61,66.53,0,1.73,0.12
2022,11,7,101.42,22.43,21.54,28.11,17.73,75.67,0,2.71,0.66
2022,11,8,101.42,21.72,21.27,27.66,17.29,80.69,0,2.88,1.08
2022,11,9,101.45,20.22,19.94,26.83,15.1,80.6,0,3.85,1.68
2022,11,10,101.48,19.87,19.72,26.71,14.43,81.45,0,4.17,2.38
2022,11,11,101.47,20.07,19.85,26.95,14.19,82.49,0,5.2,2.44
2022,11,12,101.48,20.44,20.3,26.94,15.18,83.28,0,3.75,1.8
2022,11,13,101.42,19.56,19.37,26.43,14.36,80.08,0,4.47,2.24
2022,11,14,101.43,19.08,19.12,26.96,12.95,79.31,0,3.15,1.51
2022,11,15,101.41,18.91,18.63,26.45,13.58,74.65,0,2.84,1.18
2022,11,16,101.32,18.98,18.1,26.32,13.51,70.23,0,2.87,1.02
2022,11,17,101.34,19.63,18.17,26.43,14.78,69.14,0,3.9,0.78
2022,11,18,101.43,18.67,18.37,25.79,12.59,77.63,0,4.14,2.02
2022,11,19,101.41,18.07,18.13,25.39,12.64,78.71,0,4.44,2.46
2022,11,20,101.24,16.9,16.91,24.72,10.37,75.49,0,3.03,1.98
2022,11,21,101.16,18.95,19.15,26.64,12.02,75.35,0,2.88,1.77
2022,11,22,101.15,21.16,21.54,27.21,16.03,79.08,0,3.14,2.05
2022,11,23,101.22,21.75,22.25,28.27,16.59,79.88,0,3.15,2.15
2022,11,24,101.24,21.44,21.84,27.86,16.54,80.22,0,3.07,2.17
2022,11,25,101.31,20.43,20.82,27.95,14.86,78.47,0,3.41,2.01
2022,11,26,101.19,18.72,18.75,26.38,12.67,74.18,0,2.88,2.08
2022,11,27,101.02,18.71,18.17,26.83,12.93,66.68,0,2.87,1.2
