YEAR,MO,DY,SLP,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN
2022,2,6,101.39,19.75,20.45,29.4,11.19,46.11,0,4.02,1.34
2022,2,7,101.33,21.9,23.23,30.8,14.62,66.3,0,3.73,0.28
2022,2,8,101.17,22.67,24.12,30.77,15.02,65.02,0,4.2,1.63
2022,2,9,101.17,22.88,24.12,29.78,17.66,71.32,0,6.1,2.37
2022,2,10,101.24,22.81,24.71,29.95,16.98,67.81,0,4.71,0.52
2022,2,11,101.35,21.87,23.04,29.45,16.34,61.34,0,5.41,2.68
2022,2,12,101.3,20.4,21.44,29.96,12.92,44.55,0,3.9,2.4
2022,2,13,101.13,20.26,21.11,30.37,11.1,41.83,0,3.47,1.55
2022,2,14,101.08,21.75,22.86,30.4,14.52,63.86,0,4.07,2.13
2022,2,15,101.01,22.86,24.49,30.64,16.48,63.97,0,4.76,0.87
2022,2,16,100.84,23.2,24.62,29.86,16.6,64.47,0.02,4.01,0.09
2022,2,17,100.82,23.7,25.35,29.97,17.75,61.5,0.01,4.36,0.85
2022,2,18,101.01,23.47,24.89,30.31,17.63,62.26,0,4.79,1.85
2022,2,19,101.16,23.89,25.32,31.32,17.08,59.2,0,4.81,1.2
2022,2,20,100.89,25.62,25.78,33.84,17.9,50.59,0,5.97,0.85
2022,2,21,100.88,24.33,25.14,33.92,16.78,40.5,0,3.6,1.72
2022,2,22,101.1,23.85,24.12,33.76,16.32,33.95,0,3.49,1.92
2022,2,23,101.35,24,25.28,33,16.23,61.35,0,5.59,2.59
2022,2,24,101.41,24.49,25.84,33.4,17.06,58.28,0,5.25,2.61
2022,2,25,101.35,24.45,25.94,33.57,16.43,51.78,0,4.14,2.51
2022,2,26,101.4,23.46,24.78,32.67,15.67,54.62,0,5.93,2.94
2022,2,27,101.43,23.52,24.83,32.8,15.27,52.83,0,5.89,2.62
2022,2,28,101.36,23.6,24.81,33.24,14.87,46.28,0,4.5,2.48
2022,3,1,101.32,24.52,25.86,34.26,15.72,39.2,0,3.64,2.69
2022,3,2,101.32,24.68,25.7,33.78,16.04,40.63,0,4.56,2.39
2022,3,3,101.26,25.2,26.43,33.94,16.27,44.26,0,4.54,2.47
2022,3,4,101.28,25.54,27.18,34.11,17.54,49.06,0,4.35,2.47
2022,3,5,101.2,25.79,27.31,34.36,17.57,43.34,0,3.85,2.31
2022,3,6,101.12,26.8,28.17,34.12,19.59,42.29,0,4.32,1.48
2022,3,7,101.15,26.73,28.57,34.38,19.2,40.45,0,4.3,2.35
2022,3,8,101.09,27.25,29.62,35.15,19.51,39.87,0,3.13,1.24
2022,3,9,101.04,27.18,29.02,36.09,18.83,30.09,0,3.83,1.86
2022,3,10,101,27.61,29.55,35.43,18.64,32.01,0,3.49,1.91
2022,3,11,100.97,28.59,30.36,34.69,22.78,34.46,0.07,2.86,1.14
2022,3,12,100.95,27.13,28.26,33.81,20.85,35.63,0.01,3.49,2.19
2022,3,13,100.98,28.22,29.71,35.8,21.63,33.55,0,4.27,1.58
2022,3,14,100.99,28.15,29.35,36.8,20.17,24.04,0,4.68,1.71
2022,3,15,100.79,28.87,29.24,37.91,20.88,17.67,0,5.47,2.17
2022,3,16,100.6,30.87,30.77,39.56,24.2,18.58,0,4.71,0.34
2022,3,17,100.53,31.06,31.35,40.24,23.18,18.54,0,4.51,1.5
2022,3,18,100.46,30.33,32.71,39.87,21.27,28.23,0,5.06,1.11
2022,3,19,100.47,29.79,32.06,37.98,21.18,40.26,0.03,6.96,0.06
2022,3,20,100.45,30.52,32.87,38.51,23.49,37.41,0.02,5.58,1.14
2022,3,21,100.53,31.06,32.87,39.24,23.53,29.37,0,4.35,0.91
2022,3,22,100.6,30.58,32.42,38.86,22.16,30,0,3.95,2.22
2022,3,23,100.57,31.66,33.25,39.44,25.27,25.76,0,3.73,0.58
2022,3,24,100.58,31.64,34.53,39.37,23.59,37.99,0,5.49,1.16
2022,3,25,100.69,31.6,34.22,39.32,23.67,39.4,0,4.23,2.11
2022,3,26,100.83,32.64,35.56,40.27,24.66,35.16,0,3.68,0.66
2022,3,27,100.83,32.44,35.04,40.59,24.32,33.18,0,3.42,1.29
2022,3,28,100.77,32.18,35.18,40.66,23.71,33.83,0,3.21,0.21
2022,3,29,100.63,32.1,34.68,41.31,23.29,31.24,0,3.15,0.42
2022,3,30,100.6,31.99,34.37,41.15,23.16,27.11,0,3.09,0.55
2022,3,31,100.61,32.08,34.97,41.43,22.63,34.95,0,3.7,0.51
2022,4,1,100.66,32.18,35.14,41.1,23.3,41.68,0,5,1.71
2022,4,2,100.81,31.9,34.7,40.21,23.48,43.31,0,4.46,2.33
2022,4,3,100.75,32.04,34.8,40.71,23.48,34.84,0,3.56,2.19
2022,4,4,100.79,32.41,35.06,40.58,24.02,34.27,0,5.41,2.23
2022,4,5,100.99,31.94,34.71,40.17,23.65,35.59,0,4.11,2.15
2022,4,6,100.97,32.64,35.27,40.9,25.09,30.03,0,4.62,1.88
2022,4,7,100.88,32.24,34.95,40.8,24.02,32.64,0,5.6,2.19
2022,4,8,100.84,31.56,34.15,39.21,23.54,37.26,0,5.97,3.37
2022,4,9,100.71,31.85,34.79,39.85,23.66,40.36,0.01,6.03,2.46
2022,4,10,100.66,32.1,34.96,40.16,24.49,36.73,0,5.01,0.97
2022,4,11,100.59,32.17,34.57,39.63,25.17,34.79,0,4.72,1.16
2022,4,12,100.5,33.04,35.68,40.97,25.3,33.38,0,5.12,2.23
2022,4,13,100.47,32.67,35.36,40.54,24.9,33.75,0,5.61,2.36
2022,4,14,100.48,32.57,35.74,39.98,25.09,37.33,0,5.86,1.08
2022,4,15,100.44,32.78,35.48,38.58,27.02,39.73,0,4.5,0.2
2022,4,16,100.49,30.57,32.5,34.31,27.11,41.79,0,2.3,0.27
2022,4,17,100.46,32.41,34.98,38.98,25.54,38.45,0,5.06,0.83
2022,4,18,100.63,33.06,35.69,39.03,26.44,33.38,0,5.8,0.28
2022,4,19,100.71,34.21,37.34,41.66,26.57,29.83,0.31,5.07,0.35
2022,4,20,100.53,34.86,38.36,42.16,26.97,28.46,0.04,4.71,0.46
2022,4,21,100.49,33.78,36.91,41.26,26.52,35.4,0.22,8.23,2.98
2022,4,22,100.73,31.45,33.89,37.42,25.95,43.72,1.08,5.47,0.13
2022,4,23,100.84,29.75,31.09,32.7,26.96,44.11,0.06,4.03,0.69
2022,4,24,100.63,32.54,35.15,39.36,25.64,36.39,0,5.26,1.54
2022,4,25,100.48,34.17,36.82,41.01,26.8,31.44,0.02,3.93,1.02
2022,4,26,100.52,34.1,37.02,41.11,26.62,31.37,0,4.34,0.21
2022,4,27,100.51,34.49,37.07,41.05,28.73,30.26,0,4.28,0.64
2022,4,28,100.56,34.62,37.49,42.18,26.78,30.97,0.27,4.2,1.13
2022,4,29,100.55,35.24,37.75,42.42,27.61,27.88,0.13,4.92,0.4
2022,4,30,100.31,35.38,38.29,43.02,27.26,25.65,0,5.47,0.27
2022,5,1,100.18,35.13,37.73,42.66,27.57,25.28,1.88,4.25,0.26
2022,5,2,100.17,34.61,37.21,41.98,26.59,30.73,0.02,7.14,2.18
2022,5,3,100.32,33.66,36.56,40.85,27.44,43.93,7.32,6.64,2.32
2022,5,4,100.62,29.33,30.68,33.77,26.03,67.09,6.69,3.89,1.33
2022,5,5,100.49,30.98,33.29,37.92,24.43,55.03,0.3,4.1,1.51
2022,5,6,100.35,32.11,34.41,39.77,26.01,47.89,0.58,5.38,2.03
2022,5,7,100.3,32.89,35.45,40.87,25.6,44.61,0.07,6.26,1.27
2022,5,8,100.2,33.45,35.38,39.31,27.72,38.79,0.01,4.26,1.49
2022,5,9,99.98,32.68,35.33,40.57,24.46,39.22,0,4.94,0.96
2022,5,10,99.88,32.82,34.77,39.57,25.69,38.27,0.28,8.19,0.99
2022,5,11,100.01,28.96,29.66,32.14,26.67,61.21,1.31,6.62,1.86
2022,5,12,100.11,29.56,31.07,35.14,25.3,62.56,0.16,5.56,0.85
2022,5,13,100.05,31.28,34.08,38.93,24.63,57.09,0.23,5.61,2
2022,5,14,100.09,33.13,35.86,41.05,26.13,48.64,0.04,5.27,1.96
2022,5,15,100.23,31.97,34.48,37.93,27.1,53.53,2.03,5.28,1.13
2022,5,16,100.32,29.57,30.8,34.72,25.72,67.16,7.22,4.63,0.17
2022,5,17,100.25,28.83,29.8,32.59,25.79,69.73,1.33,4.28,0.77
2022,5,18,100.27,30.68,32.75,37.3,24.69,53.58,0.45,5.44,1.08
2022,5,19,100.36,28.49,29.69,32.51,25.23,70.85,1.19,4.29,2.65
2022,5,20,100.29,30.22,31.81,35.83,25.1,60.78,0.31,3.51,0.69
2022,5,21,100.12,31.46,33.36,38.47,24.8,46,0.19,9.73,2.48
2022,5,22,99.97,31.48,33.17,39.25,24.38,44.55,0,11.08,3.54
2022,5,23,100,32.03,34.16,39.42,24.23,42.97,0,10.7,2.93
2022,5,24,100.22,33.47,36.1,40.41,26.21,41.34,0,9.11,2.42
2022,5,25,100.42,33.52,35.84,39.25,27.56,37.68,0,9.94,0.83
2022,5,26,100.36,34.1,36.66,40.41,28.48,36.79,0.67,5.97,2.14
2022,5,27,100.35,32.39,34.34,38.06,26.92,42.53,0.86,9.72,1.31
2022,5,28,100.24,33.25,35.76,40.42,26.2,34.28,0,10.26,2.92
2022,5,29,100.21,33.94,36.44,40.73,27.23,35.3,0.13,9.44,0.92
2022,5,30,100.14,33.96,35.91,40.35,27.64,36.41,0.49,9.18,0.46
2022,5,31,100.11,33.64,35.78,40.28,27.74,40.64,1.4,9.08,0.7
2022,6,1,100.13,32.07,33.75,38.31,27.33,45.32,0.55,8.92,1.8
2022,6,2,100.05,33.47,35.3,41.3,26.42,39.59,0.35,8.61,0.2
2022,6,3,99.98,34.46,35.66,41.4,27.82,34.69,0.04,10.4,0.25
2022,6,4,100.14,32.66,34.45,38.37,28.48,37.78,0.56,8.96,1.66
2022,6,5,100.21,31.88,34.03,38.57,26.58,46.82,4.34,5.93,2.68
2022,6,6,100.21,30.11,31.26,35.65,25.58,56.15,0.55,6.96,2.21
2022,6,7,100.13,32.43,33.76,40.07,25.99,44.38,0,8.1,1.64
2022,6,8,100.18,32.12,33.15,37.32,28.29,43.67,0.48,8.92,3.68
2022,6,9,100.17,30.42,31.57,34.87,26.44,54.01,0.43,9.7,4.13
2022,6,10,100.31,30.03,30.85,33.19,26.67,54.97,0.29,6.84,1.24
2022,6,11,100.41,29.93,31.65,35.25,26.03,57.14,3.23,7.53,1.13
2022,6,12,100.41,29.02,30.54,32.97,25.01,62.12,2.49,5.7,1.18
2022,6,13,100.53,28.63,29.75,33.21,24.54,63.67,4.44,8.51,0.53
2022,6,14,100.47,28.56,29.71,32.31,24.75,67.66,6.45,5.01,0.42
2022,6,15,100.4,27.12,27.78,30.04,24.33,75.49,8.26,6.35,1.39
2022,6,16,100.38,28.25,29.97,33.55,23.03,68.09,2.63,5.33,0.75
2022,6,17,100.38,28.22,29.4,31.8,24.57,70.08,0.67,3.13,1.29
2022,6,18,100.43,28.26,29.41,32.62,24.27,67.67,1.56,5.46,2.08
2022,6,19,100.39,28.4,29.79,33.69,24.43,68.69,5.13,5.32,1.86
2022,6,20,100.31,26.84,27.27,30.34,23.93,76.31,14.07,7.81,0.89
2022,6,21,100.14,25.82,26.23,29.82,23.43,79.87,13.07,7.53,1.73
2022,6,22,100.28,26.95,27.99,31.94,23.26,74.15,0.14,8.71,2.92
2022,6,23,100.4,27.15,28.04,30.62,23.87,72.77,0.07,5.95,1.02
2022,6,24,100.28,26.78,27.74,30.39,23.91,74.36,0.89,5.66,1.38
2022,6,25,100.05,26.85,27.67,31.76,23.49,73.54,1.26,7.34,1.3
2022,6,26,100.14,26.28,27.03,30.06,23.41,76.98,6.38,7.25,1.94
2022,6,27,100.36,26.62,27.42,32.12,22.35,72.41,5.38,8.32,2.35
2022,6,28,100.33,27.15,28,32.57,23.08,71.95,5.6,8.56,2.94
2022,6,29,100.17,27.51,28.52,32.88,23.26,70.52,2.87,6.8,2.35
2022,6,30,100.12,27.81,28.77,33.27,23.37,70.32,2.46,7.71,1.67
2022,7,1,100.15,28.56,29.65,34.41,23.51,64.58,6.51,7.45,2.47
2022,7,2,100.05,27.56,28.25,32.43,23.83,73.46,11.71,7.48,2.86
2022,7,3,100.05,26.22,26.5,29.87,23.67,80.98,15.57,7.64,1.96
2022,7,4,100.08,26.23,26.67,30.9,22.9,76.12,10.03,7.96,3.61
2022,7,5,99.94,26.6,27.2,31.26,22.99,77.96,22.26,8.97,1.81
2022,7,6,100.13,25.6,25.83,29.37,22.86,82.09,10.82,7.51,2.62
2022,7,7,100.3,25.55,25.79,29.38,22.95,82.06,9.92,8.42,3.02
2022,7,8,100.16,24.68,24.46,27.05,22.93,88.43,38.59,8.57,4.96
2022,7,9,99.93,24.43,24.25,26.59,22.77,89.84,36.4,9.43,4
2022,7,10,99.96,24.74,24.57,28.19,21.98,85.09,29.89,10.94,7.02
2022,7,11,100.09,24.35,24.3,27.37,22.34,85.3,13.39,12.38,5.82
2022,7,12,100.06,23.72,23.51,26.18,22.12,86.11,22.95,12.85,8.54
2022,7,13,99.67,23.2,22.79,24.85,21.93,87.51,28.39,14.97,11.63
2022,7,14,99.68,23.62,23.46,27.41,21.2,84.54,5.36,12.96,10.19
2022,7,15,99.95,25.32,25.4,29.78,21.91,79.21,0.04,11.73,4.95
2022,7,16,100.12,25.01,24.89,28.78,21.28,84.57,3.7,8.21,2.19
2022,7,17,100.19,25.04,24.94,28.05,22.48,87.18,14.97,8.63,2.51
2022,7,18,100.27,25.23,25.44,29.37,22.49,83.44,7.48,9.05,2.52
2022,7,19,100.38,26.05,26.43,30.88,22.18,81.43,3.11,7.89,2.34
2022,7,20,100.41,26.52,26.89,30.91,22.7,80.76,1.72,7.55,2.32
2022,7,21,100.4,25.31,25.41,29.08,23.33,84.75,3.42,7.89,2.07
2022,7,22,100.43,23.85,23.66,25.55,22.78,91.13,57.77,7.17,2.58
2022,7,23,100.31,24.14,24.06,26.76,22.25,88.59,15.99,7.32,2.75
2022,7,24,100.33,25.15,25.46,29.56,22.05,84.35,1.44,7.05,2.15
2022,7,25,100.53,25.04,25.05,28.55,22.3,83.29,6.66,5.59,0.54
2022,7,26,100.67,24.02,24.01,26.54,22.15,89.52,7.72,5.35,1.47
2022,7,27,100.62,25.43,26.09,29.68,21.51,85.06,1.77,2.86,1.83
2022,7,28,100.7,26.06,26.74,30.14,22.64,84.58,0.74,3.15,1.43
2022,7,29,100.66,26.65,27.29,31.06,22.67,82.03,3.61,3.04,0.45
2022,7,30,100.5,26.45,26.79,29.98,23.61,84.42,6.06,2.25,0.56
2022,7,31,100.33,26.48,26.49,29.43,23.77,83.34,1.13,1.88,0.25
2022,8,1,100.28,26.04,25.89,29.2,23.77,86.7,18.22,3.43,0.06
2022,8,2,100.21,25.43,25.29,28.1,23.3,90.34,19.77,5.37,2.1
2022,8,3,100.17,25.99,26.28,29.54,22.74,85.52,3.81,3.73,1
2022,8,4,100.09,26.51,27.19,30.64,22.79,83.8,4.02,3.73,0.47
2022,8,5,100.07,25.89,26.36,29.92,22.89,84.78,5.81,4.54,2.36
2022,8,6,99.99,25.19,25.45,28.8,22.41,86.21,9,4.87,1.95
2022,8,7,99.87,24.44,24.48,27.65,22.26,88.46,7.47,7.83,3.5
2022,8,8,99.73,24.32,24.23,27.69,21.71,85.43,11.86,10.51,6.23
2022,8,9,99.74,24.12,23.83,27.23,22.07,86.66,4.39,10.81,7.95
2022,8,10,99.77,24.5,24.3,28.45,21.31,82.42,1.58,11.4,5.59
2022,8,11,100.04,24.99,25.01,29.7,20.98,83.65,0.27,9.47,4.27
2022,8,12,100.27,25.48,25.63,30.27,21.48,82.27,0.01,9.11,3.5
2022,8,13,100.33,25.17,25.23,29.57,21.3,83.5,2.26,9.19,3.41
2022,8,14,100.38,24.03,23.96,27.5,21.47,87.63,3.91,9.86,3.89
2022,8,15,100.46,24.62,24.68,29.2,21.66,84.97,2.26,9.5,2.86
2022,8,16,100.58,25.32,25.64,29.91,21.42,83.22,0.28,7.57,2.24
2022,8,17,100.62,25.98,26.2,30.55,21.98,81.47,0.33,6.03,2.35
2022,8,18,100.5,25.08,25.21,28.94,22.27,86.11,2.99,6.18,0.5
2022,8,19,100.42,25.01,24.84,28.34,22.89,87.54,8.84,8.45,2.04
2022,8,20,100.4,25.65,25.57,29.43,23,84.97,1.72,7.6,3.39
2022,8,21,100.3,25.64,25.69,29.54,22.49,83.13,0.08,8.8,2.62
2022,8,22,100.21,25.93,26.12,30.51,22.22,82.43,0,8.8,2.36
2022,8,23,100.34,26.06,26.23,30.14,22.2,81.83,0.06,6.2,1.12
2022,8,24,100.58,25.67,25.71,28.93,23.08,83.27,0.36,5.38,0.31
2022,8,25,100.54,25.27,25.4,28.72,22.39,84.64,1.76,4.58,1.64
2022,8,26,100.47,25.94,26.32,29.9,21.82,81.65,1.15,3.22,0.9
2022,8,27,100.46,25.06,25.03,27.77,23.07,86.95,4.74,4.98,0.83
2022,8,28,100.48,24.07,24,26.85,21.72,88.41,3.57,4.16,1.53
2022,8,29,100.62,25.46,25.9,29.43,21.62,83.59,1.91,2.76,1.48
2022,8,30,100.69,24.75,24.96,28.35,22.3,89.19,7.14,3.73,1.14
2022,8,31,100.6,25.14,25.51,29.07,22.4,87.5,1.03,3.73,1.56
2022,9,1,100.6,25.27,25.76,29.38,22.24,86.73,1.73,3.35,1.67
2022,9,2,100.72,25.07,25.45,28.69,22.27,87.3,0.44,4.53,1.41
2022,9,3,100.63,26.24,26.69,30.48,22.6,83.9,0.34,2,0.62
2022,9,4,100.57,25.66,25.78,29.59,22.56,86.67,0.79,2.84,1.39
2022,9,5,100.6,25.76,26.06,30.37,21.91,80.86,0.07,3.47,0.67
2022,9,6,100.56,26.15,26.6,30.24,21.52,81.99,3.89,2.08,1.03
2022,9,7,100.52,25.43,25.44,27.83,23.69,87.6,14.53,2.58,0.38
2022,9,8,100.38,25.53,25.9,29.62,22.77,86.92,16.96,2.73,0.53
2022,9,9,100.28,25.67,25.92,29.7,23.17,87.97,14.63,3.34,0.83
2022,9,10,100.17,25.02,24.9,27.43,23.54,92.05,30.05,5.02,2.26
2022,9,11,100.05,24.34,24.17,27.37,22.54,91.05,20.77,7.16,2.91
2022,9,12,100,24.92,24.85,29.19,21.62,87.08,5.64,8.19,4.01
2022,9,13,100.37,25.04,25.07,29.03,22.29,85.48,0.5,7.95,3.13
2022,9,14,100.66,25.35,25.52,29.88,21.56,84.19,0,7.03,2.57
2022,9,15,100.7,24.78,24.74,28.22,22.02,86.9,0,7.1,2.72
2022,9,16,100.48,25.4,25.43,29.49,22.08,84.98,0.05,8.61,3.09
2022,9,17,100.54,25.52,25.66,29.79,22.26,84.44,0.55,6.06,2.45
2022,9,18,100.66,25.16,25.23,29.32,21.87,83.51,0.09,7.22,1.89
2022,9,19,100.61,23.88,23.84,26.86,21.93,88.74,3.57,6.33,1.98
2022,9,20,100.56,24.11,24.24,28.69,20.54,86.06,1.21,6.92,2.52
2022,9,21,100.53,24.12,24.24,28.23,20.88,86.9,1.22,5.92,2.22
2022,9,22,100.61,24.22,24.2,28.14,21.39,87.32,5.87,6.56,1.63
2022,9,23,100.75,23.79,23.75,27.62,20.45,82.56,0.43,5.4,2.22
2022,9,24,100.72,24.39,24.53,28.99,20.26,81.71,0.04,5.4,1.27
2022,9,25,100.66,24.95,25.35,29.9,20.16,81.38,0.01,3.26,1.43
2022,9,26,100.72,25.28,25.45,29.61,21.41,83.31,13.64,2.22,0.9
2022,9,27,100.58,25.27,25.51,29.12,21.99,87.13,6.57,3.95,1.56
2022,9,28,100.48,25,24.99,28.56,22.15,88.47,5.17,3.81,0.61
2022,9,29,100.48,24.55,24.44,27.8,22.01,88.54,5.85,3.12,0.77
2022,9,30,100.51,24.02,23.9,27.27,22.06,89.79,7.49,6.37,1.91
2022,10,1,100.52,24.72,24.65,28.87,21.63,86.22,3.64,5.67,2.07
2022,10,2,100.53,24.93,24.95,29.03,21.8,85.34,0.35,7.96,2.45
2022,10,3,100.54,24.96,25,29.03,21.73,85.24,0,7.24,3.14
2022,10,4,100.54,24.34,24.28,27.26,22.43,88.84,0,5.83,2.09
2022,10,5,100.46,24.26,24.21,26.77,22.26,92.29,7.89,3.89,1.41
2022,10,6,100.43,24.06,24.19,26.34,22.09,91.1,6.77,5.56,2.03
2022,10,7,100.49,24.18,24.24,27.04,22.45,91.06,4.56,7.37,1.67
2022,10,8,100.77,24.66,25.1,28.67,21.66,88.05,8.51,2.98,0.14
2022,10,9,100.9,24.57,25.01,28.35,21.84,87.6,5.13,3.16,1.48
2022,10,10,100.92,24.42,24.47,27.49,22.25,91.91,4.24,6.74,1.42
2022,10,11,100.86,24.69,24.88,28.15,22.52,89.22,4.32,5.72,2.33
2022,10,12,100.93,24.62,24.99,28.41,21.78,87.82,15.02,3,1.7
2022,10,13,100.9,24.5,24.84,28.79,21.14,87.91,7.53,2.74,1.09
2022,10,14,100.82,24.15,24.12,27.31,22.17,90.81,12.02,4.34,0.91
2022,10,15,100.72,23.48,23.32,25.66,22.02,93.9,17.22,5.94,1.78
2022,10,16,100.96,24.68,24.97,28.48,21.66,89.57,4.84,5.01,2.17
2022,10,17,101.11,24.66,25.04,28.42,22.07,88.33,0.53,3.5,1.78
2022,10,18,101.03,24.93,25.28,28.79,21.48,85.17,0.7,2.34,1.07
2022,10,19,100.97,24.78,25,28.5,21.81,85.36,1.76,2.23,0.6
2022,10,20,101.07,24.11,24.41,28.5,20.79,86.51,0.71,4.14,1.95
2022,10,21,101.25,23.43,23.74,28.66,19.52,86.21,0.03,3.53,1.63
2022,10,22,101.34,20.6,20.64,26.24,16.55,79.2,0,5.01,2.56
2022,10,23,101.23,19.72,19.65,25.92,14.84,81.39,0,6.25,2.71
2022,10,24,100.98,19.87,19.57,26.39,14.68,80.03,0,5.75,2.49
2022,10,25,101.07,20.32,19.65,27.06,14.15,74.84,0,3.5,1.87
2022,10,26,101.3,20.56,19.73,26.8,15.29,71.57,0,2.99,1.86
2022,10,27,101.34,21,20.57,27.56,15.45,73.21,0,2.69,1.63
2022,10,28,101.28,20.51,20.41,27.06,14.92,77.39,0,3.51,2.27
2022,10,29,101.2,19.37,19.18,26.36,14.2,75.67,0,4.34,2.75
2022,10,30,101.2,18.86,18.6,25.79,12.94,78.53,0,4.96,2.41
2022,10,31,101.17,19.24,19.12,25.92,13.33,78.51,0,4.53,2.41
2022,11,1,101.27,20.86,21.14,26.5,16.47,82.13,0.38,3.42,1.58
2022,11,2,101.18,21.96,22.17,26.63,18.15,87.92,0.14,4.87,1.29
2022,11,3,101.18,22.63,22.9,27.64,18.73,85.34,0,4.1,1.68
2022,11,4,101.32,22.6,22.95,27.67,18.42,85.2,0.02,3.35,1.76
2022,11,5,101.42,22.57,22.7,27.96,18.4,83.95,0.01,3.07,1.44
2022,11,6,101.49,21.76,20.99,27.41,17.29,75.82,0,3.37,1.3
2022,11,7,101.4,21.88,20.68,27.42,18.24,75.21,0,3.38,0.13
2022,11,8,101.37,21.75,20.77,27.46,18.03,76.82,0,2.56,0.12
2022,11,9,101.37,20.5,20.32,27.16,15.17,77.7,0,2.7,1.88
2022,11,10,101.38,20.05,20.03,26.58,14.43,79.68,0,3.98,2.36
2022,11,11,101.32,19.57,19.58,26.3,14.46,80.86,0,5.54,2.61
2022,11,12,101.34,19.87,19.9,26.18,14.65,80.13,0,4.93,2.57
2022,11,13,101.31,20.49,20.6,26.43,15.6,81.07,0,5.33,1.99
2022,11,14,101.35,20.96,21.06,27.24,16.06,82.55,0,2.82,1.67
2022,11,15,101.32,20,19.86,26.83,14.77,77.83,0,3.15,1.04
2022,11,16,101.23,19.15,18.56,26.27,13.92,71.09,0,2.79,1.52
2022,11,17,101.22,18.32,17.84,25.81,12.04,72.74,0,4.17,2.34
2022,11,18,101.31,18.04,17.74,25.26,11.89,76.72,0,4.3,1.96
2022,11,19,101.29,17.98,17.75,25.27,11.86,77.25,0,4.14,1.87
2022,11,20,101.14,18.04,18.31,25.09,12.33,76.31,0,3.8,2.14
2022,11,21,101.05,20.1,20.34,26.06,14.63,78.53,0.03,4.35,1.81
2022,11,22,101.04,22.09,22.47,27.21,17.66,85.24,0.15,3.68,1.92
2022,11,23,101.12,22.7,23.2,27.84,18.41,85.57,0.09,3.19,1.29
2022,11,24,101.15,23.15,23.54,27.97,19.54,85.64,1.12,2.86,0.85
2022,11,25,101.2,22.29,22.69,28.12,17.68,83.73,0.21,3.3,1.59
